stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
210043,210043,ΜΑΚΕΔΟΝΙΑ,37.9249203,23.7595791,http://telematics.oasa.gr/#stationInfo_210043
210044,210044,ΚΕΦΑΛΛΗΝΙΑΣ,37.9230047,23.7593662,http://telematics.oasa.gr/#stationInfo_210044
210045,210045,1η ΜΑΚΕΔΟΝΙΑΣ,37.9249194,23.7593811,http://telematics.oasa.gr/#stationInfo_210045
210047,210047,ΠΑΙΔΙΚΗ ΧΑΡΑ,37.9233127,23.7557129,http://telematics.oasa.gr/#stationInfo_210047
210048,210048,ΠΑΛ.ΤΕΡΜΑ,37.9256023,23.755876,http://telematics.oasa.gr/#stationInfo_210048
210049,210049,ΑΕΡΟΠΟΡΙΑ,37.9271347,23.7559847,http://telematics.oasa.gr/#stationInfo_210049
210050,210050,ΠΛΑΣΤΗΡΑ,37.9291159,23.7595625,http://telematics.oasa.gr/#stationInfo_210050
210051,210051,ΠΑΡΑΘΥΡΑ,37.931722,23.7591854,http://telematics.oasa.gr/#stationInfo_210051
210052,210052,ΠΑΝΑΓΙΤΣΑ,37.9328136,23.75633,http://telematics.oasa.gr/#stationInfo_210052
210053,210053,ΤΑΧΥΔΡΟΜΕΙΟ,37.9349951,23.7565163,http://telematics.oasa.gr/#stationInfo_210053
210054,210054,ΣΧΟΛΕΙΑ,37.9375911,23.7566671,http://telematics.oasa.gr/#stationInfo_210054
210055,210055,ΝΗΣΑΚΙ,37.9395915,23.7564215,http://telematics.oasa.gr/#stationInfo_210055
210056,210056,ΛΟΤΣΟΥ,37.9403248,23.7536763,http://telematics.oasa.gr/#stationInfo_210056
210057,210057,ΠΛ. ΚΑΝΑΡΙΑ,37.9404707,23.7501706,http://telematics.oasa.gr/#stationInfo_210057
210058,210058,ΑΓ. ΚΩΝ/ΝΟΣ,37.9434869,23.748715,http://telematics.oasa.gr/#stationInfo_210058
210059,210059,ΛΥΚΟΥΡΓΟΥ,37.9453958,23.7478322,http://telematics.oasa.gr/#stationInfo_210059
210064,210064,ΕΒΓΑ,37.9293924,23.7495026,http://telematics.oasa.gr/#stationInfo_210064
210065,210065,ΠΛ. 25ης ΜΑΡΤΙΟΥ,37.9289723,23.751154,http://telematics.oasa.gr/#stationInfo_210065
210066,210066,Ο.Τ.Ε,37.9272264,23.7511149,http://telematics.oasa.gr/#stationInfo_210066
210067,210067,ΑΓ.  ΠΑΡΑΣΚΕΥΗΣ,37.9241808,23.750907,http://telematics.oasa.gr/#stationInfo_210067
210068,210068,ΑΙΝΤΑ,37.9203095,23.7505347,http://telematics.oasa.gr/#stationInfo_210068
210069,210069,ΑΙΝΤΑ,37.9197154,23.7508894,http://telematics.oasa.gr/#stationInfo_210069
210070,210070,ΑΓ. ΠΑΡΑΣΚΕΥΗ,37.9244029,23.7512376,http://telematics.oasa.gr/#stationInfo_210070
210071,210071,Ο.Τ.Ε,37.9268893,23.7512645,http://telematics.oasa.gr/#stationInfo_210071
210072,210072,ΠΛ. 25ης ΜΑΡΤΙΟΥ,37.9301573,23.7509284,http://telematics.oasa.gr/#stationInfo_210072
210074,210074,ΦΟΥΡΝΟΣ,37.9286834,23.7467059,http://telematics.oasa.gr/#stationInfo_210074
210075,210075,ΚΟΝΤΟΠΗΓΑΔΟ - ΣΤ. ΑΛΙΜΟΣ,37.9194495,23.7445745,http://telematics.oasa.gr/#stationInfo_210075
210076,210076,ΑΝΕΜΩΝΑ,37.9210779,23.7445841,http://telematics.oasa.gr/#stationInfo_210076
210077,210077,ΝΟΡΜΑ,37.9233601,23.7445625,http://telematics.oasa.gr/#stationInfo_210077
210078,210078,ΣΤ. ΗΛΙΟΥΠΟΛΗ,37.9279997,23.7445649,http://telematics.oasa.gr/#stationInfo_210078
210079,210079,ΚΑΡΑΜΑΛΕΓΚΟΥ,37.9310135,23.7446136,http://telematics.oasa.gr/#stationInfo_210079
210080,210080,ΑΓ. ΒΑΣΙΛΕΙΟΣ,37.9343209,23.744392,http://telematics.oasa.gr/#stationInfo_210080
210081,210081,ΑΘΗΝΑΣ,37.9364043,23.7430167,http://telematics.oasa.gr/#stationInfo_210081
210082,210082,ΕΛΚΑ - ΣΤ. ΑΓ. ΔΗΜΗΤΡΙΟΣ,37.9402343,23.7409077,http://telematics.oasa.gr/#stationInfo_210082
210083,210083,ΒΕΝΙΖΕΛΟΥ,37.9311003,23.7559374,http://telematics.oasa.gr/#stationInfo_210083
210084,210084,ΑΕΡΟΠΟΡΙΑ,37.9269806,23.7555642,http://telematics.oasa.gr/#stationInfo_210084
210086,210086,ΚΑΡΑΙΣΚΑΚΗ,37.9292351,23.7561598,http://telematics.oasa.gr/#stationInfo_210086
210087,210087,ΔΩΔΕΚΑΝΗΣΟΥ,37.9201044,23.7558714,http://telematics.oasa.gr/#stationInfo_210087
210090,210090,ΘΕΣΣΑΛΙΑΣ,37.9215587,23.7574253,http://telematics.oasa.gr/#stationInfo_210090
210091,210091,ΘΡΑΚΗΣ,37.9242028,23.7590323,http://telematics.oasa.gr/#stationInfo_210091
210093,210093,2ας ΜΕΡΑΡΧΙΑΣ,37.9230091,23.761528,http://telematics.oasa.gr/#stationInfo_210093
210095,210095,2η ΜΑΚΕΔΟΝΙΑΣ,37.9230728,23.757409,http://telematics.oasa.gr/#stationInfo_210095
210096,210096,3η ΜΑΚΕΔΟΝΙΑΣ,37.9214472,23.75581,http://telematics.oasa.gr/#stationInfo_210096
210097,210097,ΕΥΔΑΠ,37.9204362,23.7550625,http://telematics.oasa.gr/#stationInfo_210097
210099,210099,ΕΥΔΑΠ,37.9207164,23.755437,http://telematics.oasa.gr/#stationInfo_210099
210101,210101,ΠΛ. ΠΑΛ. ΠΑΤΡΩΝ ΓΕΡΜΑΝΟΥ,37.937411,23.7523887,http://telematics.oasa.gr/#stationInfo_210101
210105,210105,ΓΑΒΡΙΗΛΙΔΗ,37.9344848,23.7495764,http://telematics.oasa.gr/#stationInfo_210105
210106,210106,ΓΥΜΝΑΣΤΗΡΙΟ,37.9320118,23.7479234,http://telematics.oasa.gr/#stationInfo_210106
210107,210107,ΧΕΥΔΕΝ,37.929973,23.7470542,http://telematics.oasa.gr/#stationInfo_210107
210108,210108,ΠΑΠΑΦΛΕΣΣΑ,37.9305798,23.7526734,http://telematics.oasa.gr/#stationInfo_210108
210109,210109,ΠΑΠΑΦΛΕΣΣΑ,37.9306692,23.7523658,http://telematics.oasa.gr/#stationInfo_210109
210110,210110,ΓΥΜΝΑΣΤΗΡΙΟ,37.9299737,23.7474069,http://telematics.oasa.gr/#stationInfo_210110
210111,210111,ΒΕΑΚΗ,37.9327255,23.7487175,http://telematics.oasa.gr/#stationInfo_210111
210112,210112,ΑΛΕΞΑΝΔΡΕΙΑΣ,37.9356862,23.7508241,http://telematics.oasa.gr/#stationInfo_210112
210114,210114,ΑΣΤΥΝΟΜΙΚΑ,37.9239945,23.7629926,http://telematics.oasa.gr/#stationInfo_210114
210115,210115,ΦΟΥΡΝΟΣ,37.9284678,23.7470366,http://telematics.oasa.gr/#stationInfo_210115
210116,210116,ΔΑΜΑΣΚΗΝΟΥ,37.9250462,23.7616124,http://telematics.oasa.gr/#stationInfo_210116
210117,210117,ΙΚΑ,37.9374087,23.7512962,http://telematics.oasa.gr/#stationInfo_210117
210118,210118,ΑΓ. ΝΙΚΟΛΑΟΣ,37.9348455,23.7516131,http://telematics.oasa.gr/#stationInfo_210118
210119,210119,ΑΓ. ΝΙΚΟΛΑΟΣ,37.9348773,23.7518965,http://telematics.oasa.gr/#stationInfo_210119
210120,210120,ΠΛ. ΠΟΛΥΤΕΧΝΕΙΟΥ,37.919111,23.754919,http://telematics.oasa.gr/#stationInfo_210120
210121,210121,ΚΑΡΑΜΟΛΕΓΚΟΥ,37.9288862,23.7446228,http://telematics.oasa.gr/#stationInfo_210121
210122,210122,ΠΛΑΤΩΝΟΣ,37.9278241,23.7452865,http://telematics.oasa.gr/#stationInfo_210122
210123,210123,ΑΛΕΞΑΝΔΡΕΙΑΣ,37.9358752,23.7506755,http://telematics.oasa.gr/#stationInfo_210123
210124,210124,ΚΑΛΒΟΥ,37.9329415,23.7485916,http://telematics.oasa.gr/#stationInfo_210124
210126,210126,ΡΑΓΚΑΒΗ,37.9317147,23.7480951,http://telematics.oasa.gr/#stationInfo_210126
210127,210127,ΡΟΙΔΗ,37.934314,23.7497932,http://telematics.oasa.gr/#stationInfo_210127
210128,210128,ΠΛ. 25ης ΜΑΡΤΙΟΥ,37.9305325,23.7516494,http://telematics.oasa.gr/#stationInfo_210128
210134,210134,ΑΝΑΣΤΑΣΕΩΣ,37.9418275,23.7655865,http://telematics.oasa.gr/#stationInfo_210134
210135,210135,ΜΑΡ. ΑΝΤΥΠΑ,37.9310367,23.7556873,http://telematics.oasa.gr/#stationInfo_210135
210139,210139,ΣΤ. ΗΛΙΟΥΠΟΛΗ,37.92942,23.7455996,http://telematics.oasa.gr/#stationInfo_210139
220002,220002,ΖΕΦΥΡΟΣ,38.0484867,23.7618168,http://telematics.oasa.gr/#stationInfo_220002
220003,220003,ΑΣΤΕΡΙΑ,38.0496985,23.7638302,http://telematics.oasa.gr/#stationInfo_220003
220005,220005,7η ΗΡΑΚΛΕΙΟΥ,38.0472462,23.7679182,http://telematics.oasa.gr/#stationInfo_220005
220006,220006,8η ΗΡΑΚΛΕΙΟΥ,38.0464301,23.7699837,http://telematics.oasa.gr/#stationInfo_220006
220007,220007,9η ΗΡΑΚΛΕΙΟΥ,38.0459456,23.7711477,http://telematics.oasa.gr/#stationInfo_220007
220008,220008,10η ΗΡΑΚΛΕΙΟΥ,38.0470857,23.7734463,http://telematics.oasa.gr/#stationInfo_220008
220009,220009,11η ΗΡΑΚΛΕΙΟΥ,38.0461875,23.7750219,http://telematics.oasa.gr/#stationInfo_220009
220010,220010,12η ΗΡΑΚΛΕΙΟΥ,38.048412,23.7768014,http://telematics.oasa.gr/#stationInfo_220010
220011,220011,ΠΑΛ.ΤΕΡΜΑ,38.0505919,23.7782909,http://telematics.oasa.gr/#stationInfo_220011
220012,220012,Σ. ΚΑΡΑΓΙΩΡΓΗ,38.0410768,23.7655673,http://telematics.oasa.gr/#stationInfo_220012
220013,220013,ΠΑΛ.ΤΕΡΜΑ,38.0504357,23.7766957,http://telematics.oasa.gr/#stationInfo_220013
220014,220014,12η ΗΡΑΚΛΕΙΟΥ,38.0478367,23.7749712,http://telematics.oasa.gr/#stationInfo_220014
220016,220016,10η ΗΡΑΚΛΕΙΟΥ,38.0478501,23.7725664,http://telematics.oasa.gr/#stationInfo_220016
220017,220017,9η ΗΡΑΚΛΕΙΟΥ,38.0492318,23.7693366,http://telematics.oasa.gr/#stationInfo_220017
220018,220018,8η ΗΡΑΚΛΕΙΟΥ,38.0500001,23.7659264,http://telematics.oasa.gr/#stationInfo_220018
220019,220019,ΑΣΤΕΡΙΑ,38.0497606,23.7633399,http://telematics.oasa.gr/#stationInfo_220019
220020,220020,ΖΕΦΥΡΟΣ,38.0483863,23.7611902,http://telematics.oasa.gr/#stationInfo_220020
220021,220021,ΚΑΛΛΙΚΡΑΤΟΥΣ,38.056298,23.7772712,http://telematics.oasa.gr/#stationInfo_220021
220024,220024,3η ΑΓ. ΝΕΚΤΑΡΙΟΥ,38.0533866,23.7603191,http://telematics.oasa.gr/#stationInfo_220024
220025,220025,4η ΑΓ. ΝΕΚΤΑΡΙΟΥ,38.0548497,23.7618189,http://telematics.oasa.gr/#stationInfo_220025
220026,220026,5η ΑΓ. ΝΕΚΤΑΡΙΟΥ,38.0535288,23.7637723,http://telematics.oasa.gr/#stationInfo_220026
220027,220027,6η ΑΓ. ΝΕΚΤΑΡΙΟΥ,38.0522,23.7662955,http://telematics.oasa.gr/#stationInfo_220027
220028,220028,3η ΑΜΑΡΟΥΣΙΟΥ,38.0538901,23.7687065,http://telematics.oasa.gr/#stationInfo_220028
220029,220029,1η ΠΕΥΚΗΣ,38.0551551,23.7703325,http://telematics.oasa.gr/#stationInfo_220029
220030,220030,2η ΠΕΥΚΗΣ,38.0551465,23.7723415,http://telematics.oasa.gr/#stationInfo_220030
220031,220031,3η ΠΕΥΚΗΣ,38.0569195,23.7739237,http://telematics.oasa.gr/#stationInfo_220031
220032,220032,4η ΠΕΥΚΗΣ,38.0588604,23.775553,http://telematics.oasa.gr/#stationInfo_220032
220033,220033,5η ΠΕΥΚΗΣ,38.0574226,23.7777915,http://telematics.oasa.gr/#stationInfo_220033
220034,220034,6η ΠΕΥΚΗΣ,38.0554699,23.7793932,http://telematics.oasa.gr/#stationInfo_220034
220035,220035,ΠΕΤΡΟΥΛΑ,38.0398197,23.7679303,http://telematics.oasa.gr/#stationInfo_220035
220036,220036,8η ΠΕΥΚΗΣ,38.0536883,23.7809829,http://telematics.oasa.gr/#stationInfo_220036
220037,220037,6η ΠΕΥΚΗΣ,38.0561727,23.7793113,http://telematics.oasa.gr/#stationInfo_220037
220038,220038,5η ΠΕΥΚΗΣ,38.0582872,23.7774698,http://telematics.oasa.gr/#stationInfo_220038
220039,220039,4η ΠΕΥΚΗΣ,38.059293,23.7755403,http://telematics.oasa.gr/#stationInfo_220039
220042,220042,ΣΤΡΟΦΗ ΠΕΥΚΗΣ,38.0548731,23.7690112,http://telematics.oasa.gr/#stationInfo_220042
220043,220043,3η ΑΜΑΡΟΥΣΙΟΥ,38.0533024,23.7677281,http://telematics.oasa.gr/#stationInfo_220043
220044,220044,6η ΚΑΝΑΠΙΤΣΑΣ,38.0523957,23.7663468,http://telematics.oasa.gr/#stationInfo_220044
220045,220045,5η ΚΑΝΑΠΙΤΣΑΣ,38.0532155,23.7648561,http://telematics.oasa.gr/#stationInfo_220045
220046,220046,ΓΕΦΥΡΑ,38.0545339,23.7766727,http://telematics.oasa.gr/#stationInfo_220046
220047,220047,ΑΓ.  ΛΑΥΡΑΣ,38.0521434,23.7752418,http://telematics.oasa.gr/#stationInfo_220047
220048,220048,2η ΑΓ. ΝΕΚΤΑΡΙΟΥ,38.0516436,23.7585696,http://telematics.oasa.gr/#stationInfo_220048
220049,220049,1η ΑΓ. ΝΕΚΤΑΡΙΟΥ,38.0496478,23.7566499,http://telematics.oasa.gr/#stationInfo_220049
220050,220050,4η ΑΜΑΡΟΥΣΙΟΥ,38.0552802,23.769785,http://telematics.oasa.gr/#stationInfo_220050
220052,220052,6η ΑΜΑΡΟΥΣΙΟΥ,38.0612722,23.773642,http://telematics.oasa.gr/#stationInfo_220052
220053,220053,7η ΑΜΑΡΟΥΣΙΟΥ,38.0634483,23.7757556,http://telematics.oasa.gr/#stationInfo_220053
220054,220054,8η ΑΜΑΡΟΥΣΙΟΥ,38.0632208,23.7793586,http://telematics.oasa.gr/#stationInfo_220054
220055,220055,9η ΑΜΑΡΟΥΣΙΟΥ,38.0629185,23.781245,http://telematics.oasa.gr/#stationInfo_220055
220056,220056,10η ΑΜΑΡΟΥΣΙΟΥ,38.0599797,23.7861507,http://telematics.oasa.gr/#stationInfo_220056
220057,220057,7η ΑΜΑΡΟΥΣΙΟΥ,38.0633762,23.7753718,http://telematics.oasa.gr/#stationInfo_220057
220058,220058,6η ΑΜΑΡΟΥΣΙΟΥ,38.061584,23.7738682,http://telematics.oasa.gr/#stationInfo_220058
220059,220059,ΣΤ. ΠΡΟΑΣΤ. ΗΡΑΚΛΕΙΟ,38.057401,23.7712032,http://telematics.oasa.gr/#stationInfo_220059
220060,220060,2η ΑΜΑΡΟΥΣΙΟΥ,38.0518934,23.7662167,http://telematics.oasa.gr/#stationInfo_220060
220061,220061,2η ΑΜΑΡΟΥΣΙΟΥ,38.0516685,23.7664567,http://telematics.oasa.gr/#stationInfo_220061
220063,220063,ΤΡΟΙΑΣ,38.0598786,23.7727113,http://telematics.oasa.gr/#stationInfo_220063
220064,220064,ΣΧΟΛΕΙΑ,38.0475746,23.7565086,http://telematics.oasa.gr/#stationInfo_220064
220065,220065,ΤΕΡΜΑ (ΣΙΔΕΡΑ),38.046961,23.7605338,http://telematics.oasa.gr/#stationInfo_220065
220069,220069,ΒΑΛΤΕΤΣΙΟΥ,38.0534348,23.7755696,http://telematics.oasa.gr/#stationInfo_220069
220070,220070,ΓΕΦΥΡΑ,38.0547003,23.7775376,http://telematics.oasa.gr/#stationInfo_220070
220071,220071,4η ΚΑΝΑΠΙΤΣΑΣ,38.0551833,23.761852,http://telematics.oasa.gr/#stationInfo_220071
220072,220072,3η ΚΑΝΑΠΙΤΣΑΣ,38.0536928,23.7601928,http://telematics.oasa.gr/#stationInfo_220072
220074,220074,ΑΓ. ΘΗΡΕΣΙΑ,38.0470205,23.7588013,http://telematics.oasa.gr/#stationInfo_220074
220076,220076,ΤΡΟΙΑΣ,38.0597838,23.7729854,http://telematics.oasa.gr/#stationInfo_220076
220079,220079,7η ΠΕΥΚΗΣ,38.053842,23.7812218,http://telematics.oasa.gr/#stationInfo_220079
220080,220080,ΠΛΑΠΟΥΤΑ,38.0568756,23.7783735,http://telematics.oasa.gr/#stationInfo_220080
220081,220081,ΣΧΟΛΕΙΟ,38.0494364,23.7595397,http://telematics.oasa.gr/#stationInfo_220081
220082,220082,ΔΕΞΑΜΕΝΗ,38.0531181,23.7749095,http://telematics.oasa.gr/#stationInfo_220082
220083,220083,ΖΕΦΥΡΟΥ,38.0505585,23.7595099,http://telematics.oasa.gr/#stationInfo_220083
220085,220085,ΠΗΓΗ,38.0607054,23.7741909,http://telematics.oasa.gr/#stationInfo_220085
220086,220086,ΣΤ. ΠΡΟΑΣΤ. ΗΡΑΚΛΕΙΟ,38.0569958,23.7713982,http://telematics.oasa.gr/#stationInfo_220086
220088,220088,ΙΚΑ,38.0546211,23.7691715,http://telematics.oasa.gr/#stationInfo_220088
220091,220091,ΕΥΤΥΧΙΑΣ,38.0511901,23.7752915,http://telematics.oasa.gr/#stationInfo_220091
220092,220092,25ης ΜΑΡΤΙΟΥ,38.0616742,23.7832852,http://telematics.oasa.gr/#stationInfo_220092
230002,230002,9η ΦΟΡΜΙΩΝΟΣ,37.962417,23.7588855,http://telematics.oasa.gr/#stationInfo_230002
230003,230003,8η ΦΟΡΜΙΩΝΟΣ,37.9645827,23.7570914,http://telematics.oasa.gr/#stationInfo_230003
230008,230008,ΦΑΡΜΑΚΕΙΟ,37.968774,23.7561272,http://telematics.oasa.gr/#stationInfo_230008
230009,230009,ΠΑΝΑΓΙΤΣΑ,37.9682154,23.7589849,http://telematics.oasa.gr/#stationInfo_230009
230010,230010,8η ΚΑΙΣΑΡΙΑΝΗΣ,37.9678714,23.7607111,http://telematics.oasa.gr/#stationInfo_230010
230011,230011,9η ΚΑΙΣΑΡΙΑΝΗΣ,37.9674387,23.7630668,http://telematics.oasa.gr/#stationInfo_230011
230012,230012,10η ΚΑΙΣΑΡΙΑΝΗΣ,37.967056,23.7650869,http://telematics.oasa.gr/#stationInfo_230012
230013,230013,11η ΚΑΙΣΑΡΙΑΝΗΣ,37.9666157,23.7675744,http://telematics.oasa.gr/#stationInfo_230013
230014,230014,ΠΑΛ.ΤΕΡΜΑ,37.9664894,23.7702041,http://telematics.oasa.gr/#stationInfo_230014
230016,230016,11η ΚΑΙΣΑΡΙΑΝΗΣ,37.9667968,23.7675978,http://telematics.oasa.gr/#stationInfo_230016
230017,230017,10η ΚΑΙΣΑΡΙΑΝΗΣ,37.9671971,23.7652631,http://telematics.oasa.gr/#stationInfo_230017
230018,230018,9η ΚΑΙΣΑΡΙΑΝΗΣ,37.9675893,23.7631474,http://telematics.oasa.gr/#stationInfo_230018
230019,230019,8η ΚΑΙΣΑΡΙΑΝΗΣ,37.9679333,23.7613315,http://telematics.oasa.gr/#stationInfo_230019
230020,230020,ΠΑΝΑΓΙΤΣΑ,37.9683315,23.7591899,http://telematics.oasa.gr/#stationInfo_230020
230021,230021,ΦΑΡΜΑΚΕΙΟ,37.968787,23.7568898,http://telematics.oasa.gr/#stationInfo_230021
230025,230025,2η ΣΧΟΛΕΙΟ,37.9719152,23.7569849,http://telematics.oasa.gr/#stationInfo_230025
230027,230027,7η ΦΟΡΜΙΩΝΟΣ,37.9667639,23.7550466,http://telematics.oasa.gr/#stationInfo_230027
230029,230029,ΕΥΦΡΟΝΙΟΥ,37.9722392,23.7541134,http://telematics.oasa.gr/#stationInfo_230029
230030,230030,ΑΓ. ΝΙΚΟΛΑΟΣ,37.9711115,23.7524309,http://telematics.oasa.gr/#stationInfo_230030
230031,230031,ΔΗΜΑΡΧΕΙΟ,37.9691833,23.754026,http://telematics.oasa.gr/#stationInfo_230031
230032,230032,ΑΓ. ΝΙΚΟΛΑΟΣ,37.969688,23.7547569,http://telematics.oasa.gr/#stationInfo_230032
230033,230033,ΑΣΤΥΝΟΜΙΑ,37.9717554,23.7542796,http://telematics.oasa.gr/#stationInfo_230033
230035,230035,ΑΓ. ΝΙΚΟΛΑΟΣ,37.9699442,23.7540278,http://telematics.oasa.gr/#stationInfo_230035
230036,230036,ΠΑΛ. ΤΕΡΜΑ,37.9666306,23.7700507,http://telematics.oasa.gr/#stationInfo_230036
230037,230037,ΠΑΙΔΙΚΗ ΧΑΡΑ,37.966168,23.7719993,http://telematics.oasa.gr/#stationInfo_230037
230038,230038,ΠΑΙΔΙΚΗ ΧΑΡΑ,37.9659108,23.7728125,http://telematics.oasa.gr/#stationInfo_230038
240001,240001,ΠΑΝΤΕΙΟΣ,37.9588496,23.7190716,http://telematics.oasa.gr/#stationInfo_240001
240002,240002,ΑΓ. ΣΩΣΤΗΣ,37.9562828,23.715776,http://telematics.oasa.gr/#stationInfo_240002
240003,240003,ΕΦΕΣΟΥ,37.9541476,23.7129988,http://telematics.oasa.gr/#stationInfo_240003
240004,240004,ΚΥΑΝΟΥΣ ΣΤΑΥΡΟΣ,37.9520638,23.7103466,http://telematics.oasa.gr/#stationInfo_240004
240005,240005,ΣΤΡΟΦΗ Ν. ΣΜΥΡΝΗΣ,37.9499964,23.7076729,http://telematics.oasa.gr/#stationInfo_240005
240006,240006,ΣΚΡΑ,37.9479365,23.7050361,http://telematics.oasa.gr/#stationInfo_240006
240007,240007,ΧΡΥΣΑΚΗ,37.945542,23.7019515,http://telematics.oasa.gr/#stationInfo_240007
240008,240008,ΙΝΤΕΡΑΜΕΡΙΚΑΝ,37.9441518,23.7001684,http://telematics.oasa.gr/#stationInfo_240008
240009,240009,ΩΝΑΣΕΙΟ,37.9422893,23.6977615,http://telematics.oasa.gr/#stationInfo_240009
240010,240010,ΑΓΗΣΙΛΑΟΥ,37.9461468,23.6854364,http://telematics.oasa.gr/#stationInfo_240010
240011,240011,ΤΖΙΤΖΙΦΙΕΣ,37.9418445,23.6862165,http://telematics.oasa.gr/#stationInfo_240011
240013,240013,ΤΖΙΤΖΙΦΙΕΣ,37.9417525,23.686946,http://telematics.oasa.gr/#stationInfo_240013
240015,240015,ΕΠΑΜΕΙΝΩΝΔΑ,37.9429385,23.6889327,http://telematics.oasa.gr/#stationInfo_240015
240016,240016,1η ΚΑΤΣΩΝΗ,37.9442974,23.6915788,http://telematics.oasa.gr/#stationInfo_240016
240017,240017,2η ΚΑΤΣΩΝΗ,37.9443417,23.6947425,http://telematics.oasa.gr/#stationInfo_240017
240019,240019,3η ΚΑΤΣΩΝΗ,37.9445117,23.6977692,http://telematics.oasa.gr/#stationInfo_240019
240020,240020,2η ΚΑΤΣΩΝΗ,37.944585,23.6947188,http://telematics.oasa.gr/#stationInfo_240020
240021,240021,1η ΚΑΤΣΩΝΗ,37.9445579,23.6912704,http://telematics.oasa.gr/#stationInfo_240021
240022,240022,ΕΠΑΜΕΙΝΩΝΔΑ,37.9415564,23.6877777,http://telematics.oasa.gr/#stationInfo_240022
240023,240023,ΚΕΝΤΡΟ ΝΕΟΤΗΤΟΣ,37.9438742,23.6967873,http://telematics.oasa.gr/#stationInfo_240023
240025,240025,1η ΔΗΜΟΤΙΚΟΥ ΣΤΑΔΙΟΥ,37.9618633,23.7149096,http://telematics.oasa.gr/#stationInfo_240025
240026,240026,2η ΔΗΜΟΤΙΚΟΥ ΣΤΑΔΙΟΥ,37.9605128,23.7141119,http://telematics.oasa.gr/#stationInfo_240026
240027,240027,ΑΤΘΙΔΩΝ,37.9578425,23.7124332,http://telematics.oasa.gr/#stationInfo_240027
240028,240028,ΑΓ. ΠΑΝΤΩΝ,37.9564587,23.7104693,http://telematics.oasa.gr/#stationInfo_240028
240029,240029,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ,37.9549029,23.7082216,http://telematics.oasa.gr/#stationInfo_240029
240030,240030,ΔΑΒΑΚΗ,37.9529583,23.7054634,http://telematics.oasa.gr/#stationInfo_240030
240031,240031,ΣΚΡΑ,37.9511852,23.7028298,http://telematics.oasa.gr/#stationInfo_240031
240032,240032,ΣΠΑΡΤΗ,37.949376,23.7002306,http://telematics.oasa.gr/#stationInfo_240032
240033,240033,9η ΚΑΛΛΙΘΕΑΣ,37.9471331,23.6972349,http://telematics.oasa.gr/#stationInfo_240033
240034,240034,ΔΟΪΡΑΝΗΣ,37.9543525,23.7116158,http://telematics.oasa.gr/#stationInfo_240034
240036,240036,ΙΣΜΗΝΗΣ,37.9440053,23.6867658,http://telematics.oasa.gr/#stationInfo_240036
240039,240039,13η ΚΑΛΛΙΘΕΑΣ,37.9436583,23.6884744,http://telematics.oasa.gr/#stationInfo_240039
240040,240040,12η ΚΑΛΛΙΘΕΑΣ,37.9458628,23.690491,http://telematics.oasa.gr/#stationInfo_240040
240042,240042,10η ΚΑΛΛΙΘΕΑΣ,37.9457957,23.6958974,http://telematics.oasa.gr/#stationInfo_240042
240043,240043,9η ΚΑΛΛΙΘΕΑΣ,37.9472697,23.6977921,http://telematics.oasa.gr/#stationInfo_240043
240044,240044,ΣΠΑΡΤΗ,37.949513,23.7009357,http://telematics.oasa.gr/#stationInfo_240044
240045,240045,ΣΚΡΑ,37.9505083,23.7024796,http://telematics.oasa.gr/#stationInfo_240045
240046,240046,ΔΑΒΑΚΗ,37.9529594,23.7059073,http://telematics.oasa.gr/#stationInfo_240046
240047,240047,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ,37.9545876,23.7082684,http://telematics.oasa.gr/#stationInfo_240047
240048,240048,ΑΓ. ΠΑΝΤΩΝ,37.9559713,23.7101753,http://telematics.oasa.gr/#stationInfo_240048
240050,240050,ΚΑΡΑΓΙΑΝΝΗ,37.9618597,23.7114043,http://telematics.oasa.gr/#stationInfo_240050
240051,240051,ΔΗΜΟΤΙΚΟΥ ΣΤΑΔΙΟΥ,37.9624889,23.7143731,http://telematics.oasa.gr/#stationInfo_240051
240054,240054,1η ΧΑΡΟΚΟΠΟΥ,37.9557852,23.7125951,http://telematics.oasa.gr/#stationInfo_240054
240060,240060,ΗΣΑΠ ΚΑΛΛΙΘΕΑ,37.9592525,23.6961038,http://telematics.oasa.gr/#stationInfo_240060
240061,240061,ΠΛ. ΚΥΠΡΟΥ,37.9571189,23.7005634,http://telematics.oasa.gr/#stationInfo_240061
240062,240062,ΠΛ. ΔΑΒΑΚΗ,37.955501,23.7023115,http://telematics.oasa.gr/#stationInfo_240062
240063,240063,ΔΕΗ,37.9536495,23.7043451,http://telematics.oasa.gr/#stationInfo_240063
240064,240064,ΙΚΑ,37.9516541,23.7065385,http://telematics.oasa.gr/#stationInfo_240064
240065,240065,ΙΚΑ,37.9515744,23.7070852,http://telematics.oasa.gr/#stationInfo_240065
240066,240066,Ο.Τ.Ε,37.9526978,23.7058286,http://telematics.oasa.gr/#stationInfo_240066
240067,240067,ΔΕΗ,37.9541181,23.7043205,http://telematics.oasa.gr/#stationInfo_240067
240068,240068,ΠΛ. ΔΑΒΑΚΗ,37.955529,23.7026643,http://telematics.oasa.gr/#stationInfo_240068
