veh_no,vehtyp_code,vehtyp_capacity,vehtyp_full_limit
40135,17,168,160
40136,17,168,160
40140,17,168,160
40141,17,168,160
40142,17,168,160
40149,17,168,160
40150,17,168,160
40151,17,168,160
40153,17,168,160
40154,17,168,160
40155,17,168,160
40156,17,168,160
40164,17,168,160
40165,17,168,160
40166,17,168,160
40167,17,168,160
40168,17,168,160
40179,17,168,160
40181,17,168,160
40183,17,168,160
40188,17,168,160
40190,17,168,160
40195,17,168,160
40196,17,168,160
40210,17,168,160
40215,17,168,160
40216,17,168,160
40221,17,168,160
40223,17,168,160
40225,17,168,160
40227,17,168,160
40228,17,168,160
40229,17,168,160
40233,17,168,160
40821,18,166,158
40822,18,166,158
40823,18,166,158
40824,18,166,158
40826,18,166,158
40827,18,166,158
40828,18,166,158
40829,18,166,158
40830,18,166,158
40831,18,166,158
40832,18,166,158
40834,18,166,158
40835,18,166,158
40836,18,166,158
40837,18,166,158
40838,18,166,158
40839,18,166,158
40840,18,166,158
40841,18,166,158
40842,18,166,158
40843,18,166,158
40844,18,166,158
40845,18,166,158
40846,18,166,158
40847,18,166,158
40848,18,166,158
40849,18,166,158
40851,18,166,158
40852,18,166,158
40853,18,166,158
40854,18,166,158
40855,18,166,158
40856,18,166,158
40857,18,166,158
40858,18,166,158
40859,18,166,158
40860,18,166,158
40861,18,166,158
40862,18,166,158
40863,18,166,158
40864,18,166,158
40865,18,166,158
40867,18,166,158
40868,18,166,158
40871,18,166,158
40872,18,166,158
40873,18,166,158
40874,18,166,158
40875,18,166,158
40876,18,166,158
40878,18,166,158
40879,18,166,158
40880,18,166,158
40881,18,166,158
40882,18,166,158
40883,18,166,158
40884,18,166,158
40885,18,166,158
40886,18,166,158
40887,18,166,158
40888,18,166,158
40889,18,166,158
40890,18,166,158
40891,18,166,158
40892,18,166,158
40893,18,166,158
40894,18,166,158
40895,18,166,158
40896,18,166,158
40897,18,166,158
40898,18,166,158
40899,18,166,158
40900,18,166,158
40901,18,166,158
40902,18,166,158
40903,18,166,158
40904,18,166,158
40905,18,166,158
40906,18,166,158
40907,18,166,158
40909,18,166,158
40910,18,166,158
40911,18,166,158
40912,18,166,158
40913,18,166,158
40914,18,166,158
40915,18,166,158
40916,18,166,158
40917,18,166,158
40918,18,166,158
40919,18,166,158
40920,18,166,158
40940,18,166,158
46015,29,150,142
46020,29,150,142
46022,29,150,142
46176,29,150,142
46177,29,150,142
46178,29,150,142
46179,29,150,142
46180,29,150,142
46181,29,150,142
46182,29,150,142
46183,29,150,142
46184,29,150,142
46185,29,150,142
46186,29,150,142
46187,29,150,142
46188,29,150,142
46189,29,150,142
46190,29,150,142
46191,29,150,142
46197,29,150,142
46198,29,150,142
46199,29,150,142
46200,29,150,142
46201,29,150,142
46202,29,150,142
46203,29,150,142
46204,29,150,142
46209,29,150,142
46219,29,150,142
46220,29,150,142
46221,29,150,142
46222,29,150,142
46016,28,87,82
46017,28,87,82
46018,28,87,82
46019,28,87,82
46021,28,87,82
46023,28,87,82
46223,28,87,82
46224,28,87,82
46225,28,87,82
46226,28,87,82
46227,28,87,82
46293,28,87,82
46205,34,123,116
46210,34,123,116
46211,34,123,116
46212,34,123,116
46216,34,123,116
46217,34,123,116
46218,34,123,116
56030,30,96,91
56031,30,96,91
56032,30,96,91
56033,30,96,91
56034,30,96,91
56035,30,96,91
56036,30,96,91
56037,30,96,91
56038,30,96,91
56039,30,96,91
56040,30,96,91
56041,30,96,91
56042,30,96,91
56043,30,96,91
56044,30,96,91
56045,30,96,91
56046,30,96,91
56047,30,96,91
56048,30,96,91
56049,30,96,91
56050,30,96,91
56051,30,96,91
56052,30,96,91
56053,30,96,91
56054,30,96,91
56055,30,96,91
56056,30,96,91
56057,30,96,91
56058,30,96,91
56059,30,96,91
56060,30,96,91
56061,30,96,91
56062,30,96,91
56063,30,96,91
56064,30,96,91
56065,30,96,91
56066,30,96,91
56067,30,96,91
56068,30,96,91
56069,30,96,91
56070,30,96,91
56071,30,96,91
56072,30,96,91
56073,30,96,91
56074,30,96,91
56075,30,96,91
56076,30,96,91
56077,30,96,91
56078,30,96,91
56079,30,96,91
56080,30,96,91
56081,30,96,91
56082,30,96,91
56083,30,96,91
56084,30,96,91
56085,30,96,91
56086,30,96,91
56087,30,96,91
56088,30,96,91
60873,9,90,86
60876,9,90,86
60877,9,90,86
60878,9,90,86
60879,9,90,86
60880,9,90,86
60882,9,90,86
60883,9,90,86
60885,9,90,86
60887,9,90,86
60888,9,90,86
60889,9,90,86
60890,9,90,86
60891,9,90,86
60892,9,90,86
60895,9,90,86
60896,9,90,86
60897,9,90,86
60898,9,90,86
60900,9,90,86
60902,9,90,86
60903,9,90,86
60908,9,90,86
60912,9,90,86
60913,9,90,86
60914,9,90,86
60917,9,90,86
60920,9,90,86
60921,9,90,86
60922,9,90,86
60924,9,90,86
60925,9,90,86
60926,9,90,86
60929,9,90,86
60930,9,90,86
60931,9,90,86
60932,9,90,86
60933,9,90,86
60934,9,90,86
60936,9,90,86
60937,9,90,86
60938,9,90,86
60940,9,90,86
60941,9,90,86
60942,9,90,86
60943,9,90,86
60944,9,90,86
60945,9,90,86
60946,9,90,86
60948,9,90,86
60949,9,90,86
60952,9,90,86
60953,9,90,86
60955,9,90,86
60957,9,90,86
60958,9,90,86
60959,9,90,86
60960,9,90,86
60961,9,90,86
60962,9,90,86
60965,9,90,86
60966,9,90,86
60967,9,90,86
60968,9,90,86
60970,9,90,86
60971,9,90,86
60972,9,90,86
60973,9,90,86
60975,9,90,86
60976,9,90,86
60977,9,90,86
60979,9,90,86
60981,9,90,86
60982,9,90,86
60983,9,90,86
60987,9,90,86
60991,9,90,86
60993,9,90,86
70884,9,90,86
70915,9,90,86
70927,9,90,86
70935,9,90,86
70954,9,90,86
70956,9,90,86
70978,9,90,86
70985,9,90,86
66024,25,82,78
66228,25,82,78
66229,25,82,78
66230,25,82,78
66231,25,82,78
66232,25,82,78
66233,25,82,78
66234,25,82,78
66235,25,82,78
66236,25,82,78
66237,25,82,78
66238,25,82,78
66239,25,82,78
66240,25,82,78
66241,25,82,78
66242,25,82,78
66243,25,82,78
66244,25,82,78
66245,25,82,78
66246,25,82,78
66247,25,82,78
66248,25,82,78
66249,25,82,78
66250,25,82,78
66251,25,82,78
66252,25,82,78
66253,25,82,78
66254,25,82,78
66255,25,82,78
66256,25,82,78
66257,25,82,78
66258,25,82,78
66259,25,82,78
66260,25,82,78
66261,25,82,78
66262,25,82,78
66263,25,82,78
66264,25,82,78
66265,25,82,78
66266,25,82,78
66267,25,82,78
66268,25,82,78
66269,25,82,78
66270,25,82,78
66271,25,82,78
66272,25,82,78
66273,25,82,78
66274,25,82,78
66275,25,82,78
66276,25,82,78
66277,25,82,78
66278,25,82,78
66279,25,82,78
66280,25,82,78
66281,25,82,78
66282,25,82,78
66283,25,82,78
66284,25,82,78
66285,25,82,78
66286,25,82,78
66287,25,82,78
66288,25,82,78
66289,25,82,78
66290,25,82,78
66291,25,82,78
66292,25,82,78
67010,10,86,82
67037,10,86,82
67054,10,86,82
67055,10,86,82
67079,10,86,82
67097,10,86,82
67118,10,86,82
67122,10,86,82
67125,10,86,82
67129,10,86,82
67137,10,86,82
67145,10,86,82
67159,10,86,82
67166,10,86,82
67168,10,86,82
67176,10,86,82
67193,10,86,82
67195,10,86,82
67199,10,86,82
67201,10,86,82
67211,10,86,82
67213,10,86,82
67214,10,86,82
67219,10,86,82
67252,10,86,82
67263,10,86,82
67267,10,86,82
67278,10,86,82
70916,10,86,82
77032,10,86,82
77042,10,86,82
77066,10,86,82
77068,10,86,82
77069,10,86,82
77078,10,86,82
77080,10,86,82
77082,10,86,82
77083,10,86,82
77087,10,86,82
77091,10,86,82
77117,10,86,82
77143,10,86,82
77164,10,86,82
77171,10,86,82
77173,10,86,82
77174,10,86,82
69001,11,85,81
69002,11,85,81
69003,11,85,81
69004,11,85,81
69005,11,85,81
69006,11,85,81
790023,11,85,81
79007,11,85,81
79008,11,85,81
79009,11,85,81
79010,11,85,81
79011,11,85,81
79012,11,85,81
79013,11,85,81
79014,11,85,81
790141,11,85,81
79015,11,85,81
79016,11,85,81
790162,11,85,81
79017,11,85,81
79018,11,85,81
79019,11,85,81
79020,11,85,81
79021,11,85,81
79022,11,85,81
79023,11,85,81
79024,11,85,81
79025,11,85,81
79026,11,85,81
79027,11,85,81
79028,11,85,81
79029,11,85,81
79030,11,85,81
79031,11,85,81
79032,11,85,81
79033,11,85,81
79034,11,85,81
79035,11,85,81
79036,11,85,81
79037,11,85,81
79038,11,85,81
79039,11,85,81
79040,11,85,81
79041,11,85,81
79042,11,85,81
79043,11,85,81
79044,11,85,81
79045,11,85,81
79046,11,85,81
79047,11,85,81
79048,11,85,81
79049,11,85,81
79050,11,85,81
79051,11,85,81
79052,11,85,81
79053,11,85,81
79054,11,85,81
79055,11,85,81
79056,11,85,81
79057,11,85,81
79058,11,85,81
79059,11,85,81
79060,11,85,81
79061,11,85,81
79062,11,85,81
79063,11,85,81
79064,11,85,81
79065,11,85,81
79066,11,85,81
79067,11,85,81
79068,11,85,81
79069,11,85,81
79070,11,85,81
79071,11,85,81
79072,11,85,81
79073,11,85,81
79074,11,85,81
79075,11,85,81
79076,11,85,81
79077,11,85,81
79078,11,85,81
79079,11,85,81
79080,11,85,81
79081,11,85,81
79082,11,85,81
79083,11,85,81
79084,11,85,81
79085,11,85,81
79086,11,85,81
79087,11,85,81
79088,11,85,81
79089,11,85,81
79090,11,85,81
79091,11,85,81
79092,11,85,81
79093,11,85,81
79094,11,85,81
79095,11,85,81
79096,11,85,81
79098,11,85,81
79099,11,85,81
79100,11,85,81
79101,11,85,81
79102,11,85,81
79103,11,85,81
79104,11,85,81
79105,11,85,81
79106,11,85,81
79107,11,85,81
79108,11,85,81
79109,11,85,81
79110,11,85,81
79111,11,85,81
79112,11,85,81
79113,11,85,81
79114,11,85,81
79115,11,85,81
79116,11,85,81
79117,11,85,81
79118,11,85,81
79119,11,85,81
79121,11,85,81
79122,11,85,81
79123,11,85,81
79124,11,85,81
79125,11,85,81
79126,11,85,81
79127,11,85,81
79128,11,85,81
79129,11,85,81
79130,11,85,81
79131,11,85,81
79132,11,85,81
79133,11,85,81
79134,11,85,81
79135,11,85,81
79136,11,85,81
79137,11,85,81
79138,11,85,81
79139,11,85,81
79140,11,85,81
79141,11,85,81
79142,11,85,81
79143,11,85,81
79144,11,85,81
79145,11,85,81
79146,11,85,81
79147,11,85,81
79148,11,85,81
79149,11,85,81
79150,11,85,81
79151,11,85,81
79152,11,85,81
79154,11,85,81
79155,11,85,81
79156,11,85,81
79157,11,85,81
79158,11,85,81
79159,11,85,81
79160,11,85,81
79161,11,85,81
79162,11,85,81
79163,11,85,81
79164,11,85,81
79165,11,85,81
79166,11,85,81
79167,11,85,81
79168,11,85,81
79169,11,85,81
79170,11,85,81
79171,11,85,81
79172,11,85,81
79173,11,85,81
79174,11,85,81
79175,11,85,81
79176,11,85,81
79177,11,85,81
79178,11,85,81
79179,11,85,81
79180,11,85,81
79181,11,85,81
79182,11,85,81
79183,11,85,81
79184,11,85,81
79185,11,85,81
79186,11,85,81
79187,11,85,81
79188,11,85,81
79189,11,85,81
79190,11,85,81
79191,11,85,81
79192,11,85,81
79193,11,85,81
79194,11,85,81
79195,11,85,81
79196,11,85,81
79197,11,85,81
79198,11,85,81
79199,11,85,81
79200,11,85,81
88002,14,83,79
88003,14,83,79
88004,14,83,79
88005,14,83,79
88007,14,83,79
88008,14,83,79
88009,14,83,79
88012,14,83,79
88013,14,83,79
88014,14,83,79
88016,14,83,79
88017,14,83,79
88018,14,83,79
88019,14,83,79
88020,14,83,79
88022,14,83,79
88023,14,83,79
88024,14,83,79
88025,14,83,79
88028,14,83,79
88030,14,83,79
88031,14,83,79
88033,14,83,79
88034,14,83,79
88035,14,83,79
88036,14,83,79
88037,14,83,79
88038,14,83,79
88039,14,83,79
88040,14,83,79
88041,14,83,79
88042,14,83,79
88043,14,83,79
88044,14,83,79
88045,14,83,79
88046,14,83,79
88047,14,83,79
88048,14,83,79
88049,14,83,79
88050,14,83,79
88051,14,83,79
88052,14,83,79
88053,14,83,79
88054,14,83,79
88056,14,83,79
88058,14,83,79
88060,14,83,79
88061,14,83,79
88062,14,83,79
88063,14,83,79
88064,14,83,79
88065,14,83,79
88066,14,83,79
88067,14,83,79
88068,14,83,79
88069,14,83,79
88070,14,83,79
88071,14,83,79
88072,14,83,79
88073,14,83,79
88074,14,83,79
88075,14,83,79
88076,14,83,79
88077,14,83,79
88078,14,83,79
88079,14,83,79
88080,14,83,79
88081,14,83,79
88082,14,83,79
88083,14,83,79
88084,14,83,79
88085,14,83,79
88086,14,83,79
88087,14,83,79
88088,14,83,79
88089,14,83,79
88090,14,83,79
88091,14,83,79
89001,13,134,127
89002,13,134,127
89003,13,134,127
89004,13,134,127
89005,13,134,127
89006,13,134,127
89007,13,134,127
89008,13,134,127
89009,13,134,127
89010,13,134,127
89011,13,134,127
89012,13,134,127
89013,13,134,127
89014,13,134,127
89015,13,134,127
89016,13,134,127
89017,13,134,127
89018,13,134,127
89019,13,134,127
89020,13,134,127
89021,13,134,127
89022,13,134,127
89023,13,134,127
89024,13,134,127
89025,13,134,127
89026,13,134,127
89027,13,134,127
89028,13,134,127
89029,13,134,127
89030,13,134,127
89031,13,134,127
89032,13,134,127
89033,13,134,127
89034,13,134,127
89035,13,134,127
89036,13,134,127
89037,13,134,127
89038,13,134,127
89039,13,134,127
89040,13,134,127
89041,13,134,127
89042,13,134,127
89043,13,134,127
89044,13,134,127
89045,13,134,127
89046,13,134,127
89047,13,134,127
89048,13,134,127
89049,13,134,127
89050,13,134,127
89051,13,134,127
Χ0006,23,166,158
Χ0070,23,166,158
Χ0079,23,166,158
Χ0096,23,166,158
Χ0098,23,166,158
Χ0106,23,166,158
Χ0114,23,166,158
Χ0121,23,166,158
Χ0123,23,166,158
Χ0130,23,166,158
