Line_descr,Line_encoding,Direction,Stop_id,Stop_encoding,Stop_order,Stop_descr,Stop_lat,Stop_lon
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420178,2678,16,ΘΗΒΩΝ,38.0077472,23.6878845
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420139,3480,16,ΓΗΠΕΔΟ,38.0035489,23.6896574
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420140,2876,17,ΣΤΡΟΦΗ,38.0048783,23.6868259
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420110,2679,17,ΦΟΥΡΝΟΣ,38.0060791,23.6876296
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420140,2876,18,ΣΤΡΟΦΗ,38.0048783,23.6868259
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420141,2877,18,ΓΡΗΓΟΡΗ,38.0065472,23.6840281
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420141,2877,19,ΓΡΗΓΟΡΗ,38.0065472,23.6840281
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420245,2878,19,ΓΥΜΝΑΣΙΟ,38.0086402,23.6814561
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420245,2878,20,ΓΥΜΝΑΣΙΟ,38.0086402,23.6814561
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420143,2879,20,ΑΛΕΞΑΝΔΡΑΣ,38.0101137,23.679741
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420143,2879,21,ΑΛΕΞΑΝΔΡΑΣ,38.0101137,23.679741
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420247,2892,21,ΚΑΤΣΑΝΤΩΝΗ,38.0116636,23.6768517
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,81,2837,22,ΑΓ. ΑΝΑΣΤΑΣΙΑ,38.0101455,23.6767365
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,420247,2892,22,ΚΑΤΣΑΝΤΩΝΗ,38.0116636,23.6768517
821-ΑΓΙΑΑΝΑΣΤΑΣΙΑ-ΣΤ.ΑΓ.ΑΝΤΩΝΙΟΣ(ΚΥΚΛΙΚΗ),94,1,81,2837,23,ΑΓ. ΑΝΑΣΤΑΣΙΑ,38.0101455,23.6767365
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,25,127,1,ΑΦΕΤΗΡΙΑ  ΑΓ. ΑΝΤΩΝΙΟΣ,38.0062885,23.7005905
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400276,1158,2,ΤΕΛΩΝΕΙΟ,37.936802,23.6388979
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400277,1159,3,ΑΓ. ΝΙΚΟΛΑΟΣ,37.9396552,23.6405796
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400196,1160,4,2ας ΜΕΡΑΡΧΙΑΣ (ΟΛΥΜΠΙΑΚΗ),37.9411194,23.6419154
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400197,3481,5,ΑΓ. ΣΠΥΡΙΔΩΝ,37.9431344,23.6436014
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400278,3482,6,ΠΛ. ΚΑΡΑΙΣΚΑΚΗ,37.9457265,23.6424166
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400130,1977,7,ΣΤ.ΜΕΤΡΟ ΠΕΙΡΑΙΑΣ,37.9481133,23.6424299
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400149,1978,8,ΑΙΤΩΛΙΚΟΥ,37.9495472,23.6392111
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400150,3483,9,ΑΓ. ΔΙΟΝΥΣΙΟΣ,37.9494934,23.6363659
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400151,3484,10,ΓΕΦΥΡΑ,37.951031,23.6352201
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400305,3485,11,ΚΟΣΤΑΛ,37.9530047,23.6351648
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400306,3486,12,ΠΑΡΘΕΝΗ,37.9552669,23.6351536
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400307,3487,13,ΑΓΧΙΑΛΟΥ,37.957385,23.6352001
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400184,3488,14,ΚΟΥΜΟΥΝΔΟΥΡΟΥ,37.9592419,23.6352706
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400039,3815,15,ΠΑΠΑΦΛΕΣΣΑ,37.9610533,23.6352161
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400185,3489,15,ΑΓ.  ΔΗΜΗΤΡΙΟΣ,37.9606457,23.6345692
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,370024,3816,16,ΑΛΣΟΣ,37.963784,23.635157
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400186,3490,16,ΔΟΓΑΝΗΣ,37.9609913,23.632655
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400290,3491,17,1η ΠΑΤΡΩΝ,37.9627909,23.6317012
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,370013,3457,17,ΤΖΑΝΗ,37.9643581,23.6329758
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400291,3492,18,2η ΠΑΤΡΩΝ,37.9627865,23.6302896
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260024,3458,18,ΡΟΜΑΝΤΖΟ,37.9640436,23.6288261
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260024,3458,19,ΡΟΜΑΝΤΖΟ,37.9640436,23.6288261
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260026,3493,19,ΝΕΡΟ,37.9645372,23.6252945
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260027,3494,20,ΣΤΡΟΦΗ ΑΜΦΙΑΛΗΣ,37.9646102,23.6227555
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260026,3493,20,ΝΕΡΟ,37.9645372,23.6252945
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260052,3495,21,1η ΑΓ. ΜΗΝΑ,37.9647861,23.6213998
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260027,3494,21,ΣΤΡΟΦΗ ΑΜΦΙΑΛΗΣ,37.9646102,23.6227555
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260052,3495,22,1η ΑΓ. ΜΗΝΑ,37.9647861,23.6213998
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260053,3496,22,2η ΑΓ. ΜΗΝΑ,37.9668002,23.6199209
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260053,3496,23,2η ΑΓ. ΜΗΝΑ,37.9668002,23.6199209
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260054,3497,23,3η ΑΓ. ΜΗΝΑ,37.9680384,23.6181954
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260054,3497,24,3η ΑΓ. ΜΗΝΑ,37.9680384,23.6181954
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260055,3498,24,4η ΑΓ. ΜΗΝΑ,37.9689777,23.6160274
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260055,3498,25,4η ΑΓ. ΜΗΝΑ,37.9689777,23.6160274
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260182,3499,25,ΕΥΚΛΕΙΔΟΥ,37.9703073,23.6147111
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260182,3499,26,ΕΥΚΛΕΙΔΟΥ,37.9703073,23.6147111
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260029,3500,26,ΕΥΚΛΕΙΔΟΥ,37.9705319,23.6144937
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260039,3501,27,ΜΠΕΝΑΚΗ,37.9718458,23.6166614
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260029,3500,27,ΕΥΚΛΕΙΔΟΥ,37.9705319,23.6144937
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260039,3501,28,ΜΠΕΝΑΚΗ,37.9718458,23.6166614
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260189,3502,28,ΒΟΥΓΙΟΥΚΛΑΚΗ ΣΤΑΥΡΟΥΛΑ,37.9727712,23.6185352
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260045,3503,29,ΣΥΡΟΥ,37.9736778,23.6201814
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260189,3502,29,ΒΟΥΓΙΟΥΚΛΑΚΗ ΣΤΑΥΡΟΥΛΑ,37.9727712,23.6185352
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260048,3504,30,ΜΠΑΛΗ,37.9754723,23.6232578
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260045,3503,30,ΣΥΡΟΥ,37.9736778,23.6201814
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260081,3505,31,ΛΕΣΒΟΥ,37.9743478,23.621123
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260048,3504,31,ΜΠΑΛΗ,37.9754723,23.6232578
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260081,3505,32,ΛΕΣΒΟΥ,37.9743478,23.621123
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260096,3506,32,ΠΛΑΠΟΥΤΑ,37.9730681,23.6183743
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260096,3506,33,ΠΛΑΠΟΥΤΑ,37.9730681,23.6183743
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260095,3507,33,ΣΑΧΤΟΥΡΗ,37.9719987,23.6165467
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260095,3507,34,ΣΑΧΤΟΥΡΗ,37.9719987,23.6165467
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260046,3508,34,ΓΙΑΝΝΟΥΡΗ,37.9706127,23.6144135
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260046,3508,35,ΓΙΑΝΝΟΥΡΗ,37.9706127,23.6144135
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260056,3509,35,5η ΑΓ. ΜΗΝΑ,37.9686613,23.613012
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260057,3510,36,ΠΑΡΝΗΘΟΣ,37.9671719,23.6123026
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260056,3509,36,5η ΑΓ. ΜΗΝΑ,37.9686613,23.613012
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260058,3511,37,ΟΛΥΜΠΟΥ ΚΑΡΠΑΘΟΥ,37.9661608,23.6145393
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260057,3510,37,ΠΑΡΝΗΘΟΣ,37.9671719,23.6123026
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260058,3511,38,ΟΛΥΜΠΟΥ ΚΑΡΠΑΘΟΥ,37.9661608,23.6145393
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260142,3512,38,ΔΑΓΚΛΗ,37.9636716,23.6167836
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260142,3512,39,ΔΑΓΚΛΗ,37.9636716,23.6167836
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260033,3513,39,ΑΣΤΡΟΝ,37.963922,23.6189567
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260034,3514,40,ΣΤΡΟΦΗ ΑΜΦΙΑΛΗΣ,37.9643202,23.622256
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260033,3513,40,ΑΣΤΡΟΝ,37.963922,23.6189567
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260164,3515,41,ΣΟΛΩΜΟΥ,37.9643373,23.6247946
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260034,3514,41,ΣΤΡΟΦΗ ΑΜΦΙΑΛΗΣ,37.9643202,23.622256
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260164,3515,42,ΣΟΛΩΜΟΥ,37.9643373,23.6247946
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260035,3450,42,ΝΕΡΟ,37.9640113,23.6271414
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260035,3450,43,ΝΕΡΟ,37.9640113,23.6271414
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260036,3451,43,ΡΟΜΑΝΤΖΟ,37.9637014,23.6288962
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,370152,3452,44,ΤΖΑΝΗ,37.9641472,23.6331061
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,260036,3451,44,ΡΟΜΑΝΤΖΟ,37.9637014,23.6288962
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400188,3516,45,ΨΑΡΩΝ,37.9614045,23.633642
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,370152,3452,45,ΤΖΑΝΗ,37.9641472,23.6331061
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400189,3517,46,ΧΟΡΜΟΒΙΤΟΥ,37.9585246,23.6335666
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400188,3516,46,ΨΑΡΩΝ,37.9614045,23.633642
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400182,3518,47,ΑΓ.  ΔΗΜΗΤΡΙΟΣ,37.9574955,23.635928
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400189,3517,47,ΧΟΡΜΟΒΙΤΟΥ,37.9585246,23.6335666
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400183,3519,48,ΔΕΡΒΕΝΑΚΙΩΝ,37.9574456,23.6373057
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400182,3518,48,ΑΓ.  ΔΗΜΗΤΡΙΟΣ,37.9574955,23.635928
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400171,3520,49,ΧΑΡΤΟΦΥΛΑΚΑΣ,37.9559259,23.63844
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400183,3519,49,ΔΕΡΒΕΝΑΚΙΩΝ,37.9574456,23.6373057
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400172,3521,50,ΣΙΔΕΡΑ,37.953835,23.6384503
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400171,3520,50,ΧΑΡΤΟΦΥΛΑΚΑΣ,37.9559259,23.63844
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400172,3521,51,ΣΙΔΕΡΑ,37.953835,23.6384503
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400173,3522,51,ΠΑΠΑΣΤΡΑΤΟΣ,37.9518703,23.6385054
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400174,3523,52,ΚΑΣΤΟΡΟΣ,37.9499145,23.6385036
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400173,3522,52,ΠΑΠΑΣΤΡΑΤΟΣ,37.9518703,23.6385054
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400174,3523,53,ΚΑΣΤΟΡΟΣ,37.9499145,23.6385036
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400160,3202,53,ΣΤ.ΜΕΤΡΟ ΠΕΙΡΑΙΑΣ,37.9482284,23.6420818
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400160,3202,54,ΣΤ.ΜΕΤΡΟ ΠΕΙΡΑΙΑΣ,37.9482284,23.6420818
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400298,3524,54,ΠΛ. ΚΑΡΑΙΣΚΑΚΗ,37.9456624,23.6420755
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400298,3524,55,ΠΛ. ΚΑΡΑΙΣΚΑΚΗ,37.9456624,23.6420755
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400299,3525,55,ΑΓ. ΣΠΥΡΙΔΩΝΑΣ,37.9440179,23.6435778
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400299,3525,56,ΑΓ. ΣΠΥΡΙΔΩΝΑΣ,37.9440179,23.6435778
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400301,3526,56,ΟΛΥΜΠΙΑΚΗ,37.9411001,23.6414944
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400301,3526,57,ΟΛΥΜΠΙΑΚΗ,37.9411001,23.6414944
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400302,1231,57,ΑΓ. ΝΙΚΟΛΑΟΣ,37.9391971,23.6398658
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400303,1232,58,ΤΕΛΩΝΕΙΟ,37.937089,23.6384413
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400302,1231,58,ΑΓ. ΝΙΚΟΛΑΟΣ,37.9391971,23.6398658
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,400303,1232,59,ΤΕΛΩΝΕΙΟ,37.937089,23.6384413
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,25,127,59,ΑΦΕΤΗΡΙΑ  ΑΓ. ΑΝΤΩΝΙΟΣ,38.0062885,23.7005905
826-ΠΕΙΡΑΙΑΣ-ΑΓ.ΜΗΝΑΣ(ΚΥΚΛΙΚΗ),95,1,25,127,60,ΑΦΕΤΗΡΙΑ  ΑΓ. ΑΝΤΩΝΙΟΣ,38.0062885,23.7005905
827-ΠΕΙΡΑΙΑΣ-ΑΣΠΡΑΧΩΜΑΤΑ-ΣΤ.ΝΙΚΑΙΑ(ΚΥΚΛΙΚΗ),96,1,25,127,1,ΑΦΕΤΗΡΙΑ  ΑΓ. ΑΝΤΩΝΙΟΣ,38.0062885,23.7005905
827-ΠΕΙΡΑΙΑΣ-ΑΣΠΡΑΧΩΜΑΤΑ-ΣΤ.ΝΙΚΑΙΑ(ΚΥΚΛΙΚΗ),96,1,400276,1158,2,ΤΕΛΩΝΕΙΟ,37.936802,23.6388979
827-ΠΕΙΡΑΙΑΣ-ΑΣΠΡΑΧΩΜΑΤΑ-ΣΤ.ΝΙΚΑΙΑ(ΚΥΚΛΙΚΗ),96,1,400277,1159,3,ΑΓ. ΝΙΚΟΛΑΟΣ,37.9396552,23.6405796
827-ΠΕΙΡΑΙΑΣ-ΑΣΠΡΑΧΩΜΑΤΑ-ΣΤ.ΝΙΚΑΙΑ(ΚΥΚΛΙΚΗ),96,1,400196,1160,4,2ας ΜΕΡΑΡΧΙΑΣ (ΟΛΥΜΠΙΑΚΗ),37.9411194,23.6419154
827-ΠΕΙΡΑΙΑΣ-ΑΣΠΡΑΧΩΜΑΤΑ-ΣΤ.ΝΙΚΑΙΑ(ΚΥΚΛΙΚΗ),96,1,400197,3481,5,ΑΓ. ΣΠΥΡΙΔΩΝ,37.9431344,23.6436014
827-ΠΕΙΡΑΙΑΣ-ΑΣΠΡΑΧΩΜΑΤΑ-ΣΤ.ΝΙΚΑΙΑ(ΚΥΚΛΙΚΗ),96,1,400451,1899,6,ΕΘΝ. ΑΝΤΙΣΤΑΣΕΩΣ,37.9466725,23.6467184
827-ΠΕΙΡΑΙΑΣ-ΑΣΠΡΑΧΩΜΑΤΑ-ΣΤ.ΝΙΚΑΙΑ(ΚΥΚΛΙΚΗ),96,1,400448,3527,6,ΕΘΝ. ΑΝΤΙΣΤΑΣΕΩΣ,38.0309037,23.7050849
827-ΠΕΙΡΑΙΑΣ-ΑΣΠΡΑΧΩΜΑΤΑ-ΣΤ.ΝΙΚΑΙΑ(ΚΥΚΛΙΚΗ),96,1,400512,2634,7,ΑΛΩΝ,37.9509818,23.64813
