stop_id;stop_descr;stop_street;stop_url;stop_code
240054;1η ΧΑΡΟΚΟΠΟΥ;ΧΑΡΟΚΟΠΟΥ;http://telematics.oasa.gr/#stationInfo_240054;240054
240062;ΠΛ. ΔΑΒΑΚΗ;ΔΑΒΑΚΗ;http://telematics.oasa.gr/#stationInfo_240062;240062
240064;ΙΚΑ;ΔΑΒΑΚΗ;http://telematics.oasa.gr/#stationInfo_240064;240064
240065;ΙΚΑ;ΔΑΒΑΚΗ;http://telematics.oasa.gr/#stationInfo_240065;240065
240067;ΔΕΗ;ΔΑΒΑΚΗ;http://telematics.oasa.gr/#stationInfo_240067;240067
240068;ΠΛ. ΔΑΒΑΚΗ;ΔΑΒΑΚΗ;http://telematics.oasa.gr/#stationInfo_240068;240068
240072;ΑΘΗΝΑΣ;ΔΟΙΡΑΝΗΣ;http://telematics.oasa.gr/#stationInfo_240072;240072
240074;ΦΑΡΟΣ ΤΥΦΛΩΝ;ΑΘΗΝΑΣ;http://telematics.oasa.gr/#stationInfo_240074;240074
240078;ΔΗΜΟΤΙΚΟΥ ΣΤΑΔΙΟΥ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240078;240078
240079;ΚΑΡΑΓΙΑΝΝΗ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240079;240079
240080;ΧΑΡΟΚΟΠΟΥ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240080;240080
240082;ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240082;240082
240083;ΚΑΛΛΙΘΕΑ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240083;240083
240086;Κ.Ε.Α.Τ. ΠΡ. ΟΙΚΟΣ ΤΥΦΛΩΝ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240086;240086
240087;ΑΓ. ΕΛΕΟΥΣΑ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240087;240087
240088;ΠΥΡΟΣΒΕΣΤΙΚΗ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240088;240088
240090;ΤΖΙΤΖΙΦΙΕΣ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240090;240090
240091;ΠΕΙΣΙΣΤΡΑΤΟΥ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240091;240091
240093;ΠΥΡΟΣΒΕΣΤΙΚΗ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240093;240093
240094;ΑΓ. ΕΛΕΟΥΣΑ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240094;240094
240095;Κ.Ε.Α.Τ. ΠΡ. ΟΙΚΟΣ ΤΥΦΛΩΝ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240095;240095
240096;ΣΚΡΑ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240096;240096
240097;ΠΛ. ΔΑΒΑΚΗ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240097;240097
240098;ΚΑΛΛΙΘΕΑ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240098;240098
240099;ΑΓ. ΠΑΝΤΕΣ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240099;240099
240100;ΧΑΡΟΚΟΠΟΥ;ΕΛ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_240100;240100
240104;2η ΧΑΡΟΚΟΠΟΥ;ΧΑΡΟΚΟΠΟΥ;http://telematics.oasa.gr/#stationInfo_240104;240104
240113;ΑΓ. ΠΑΝΤΩΝ;ΑΓ.ΠΑΝΤΩΝ;http://telematics.oasa.gr/#stationInfo_240113;240113
240114;2η ΑΓ. ΠΑΝΤΩΝ;ΑΓ.ΠΑΝΤΩΝ;http://telematics.oasa.gr/#stationInfo_240114;240114
240115;1η ΧΑΡΟΚΟΠΟΥ;ΑΓ.ΠΑΝΤΩΝ;http://telematics.oasa.gr/#stationInfo_240115;240115
240121;ΑΤΘΙΔΩΝ;ΔΗΜΟΣΘΕΝΟΥΣ;http://telematics.oasa.gr/#stationInfo_240121;240121
260060;ΚΟΠΗ;ΠΛΑΤΩΝΟΣ;http://telematics.oasa.gr/#stationInfo_260060;260060
260064;ΚΟΥΝΤΟΥΡΙΩΤΟΥ;ΧΡ.ΣΜΥΡΝΗΣ;http://telematics.oasa.gr/#stationInfo_260064;260064
260066;ΒΥΡΩΝΟΣ;ΔΩΔΕΚΑΝΗΣΟΥ;http://telematics.oasa.gr/#stationInfo_260066;260066
260140;ΠΡΟΥΣΣΗΣ;ΔΩΔΕΚΑΝΗΣΟΥ;http://telematics.oasa.gr/#stationInfo_260140;260140
280014;Μ.ΑΣΙΑΣ;ΗΠΕΙΡΟΥ;http://telematics.oasa.gr/#stationInfo_280014;280014
280032;ΟΡΙΩΝ;ΣΑΜΟΥ;http://telematics.oasa.gr/#stationInfo_280032;280032
280074;ΠΑΠΑΚΥΡΙΑΖΗ;ΑΘΗΝΑΣ;http://telematics.oasa.gr/#stationInfo_280074;280074
280075;ΤΣΑΛΔΑΡΗ;ΑΘΗΝΑΣ;http://telematics.oasa.gr/#stationInfo_280075;280075
280094;ΚΑΠΗ;ΗΠΕΙΡΟΥ;http://telematics.oasa.gr/#stationInfo_280094;280094
320003;Λ.ΚΑΤΣΩΝΗ;ΧΡ.ΣΜΥΡΝΗΣ;http://telematics.oasa.gr/#stationInfo_320003;320003
320017;ΑΓ.ΣΩΤΗΡΑΣ;ΜΑΚΡΥΓΙΑΝΝΗ;http://telematics.oasa.gr/#stationInfo_320017;320017
320018;ΤΡΑΠΕΖΑ;ΜΑΚΡΥΓΙΑΝΝΗ;http://telematics.oasa.gr/#stationInfo_320018;320018
320050;ΛΑΜΠΡΟΥ ΚΑΤΣΩΝΗ;ΜΑΚΡΥΓΙΑΝΝΗ;http://telematics.oasa.gr/#stationInfo_320050;320050
320051;ΜΑΚΡΥΓΙΑΝΝΗ;ΜΑΚΡΥΓΙΑΝΝΗ;http://telematics.oasa.gr/#stationInfo_320051;320051
340001;ΣΤΡΟΦΗ Ν.ΣΜΥΡΝΗΣ;ΧΡ.ΣΜΥΡΝΗΣ;http://telematics.oasa.gr/#stationInfo_340001;340001
340017;ΘΡΑΚΗΣ;ΑΓ.ΦΩΤΕΙΝΗΣ;http://telematics.oasa.gr/#stationInfo_340017;340017
340041;ΝΕΚΡ.ΦΑΛΗΡΟΥ;ΑΓ.ΣΟΦΙΑΣ;http://telematics.oasa.gr/#stationInfo_340041;340041
370026;ΚΡΑΤΙΚΟ ΝΟΣΟΚΟΜΕΙΟ;Π.ΡΑΛΛΗ;http://telematics.oasa.gr/#stationInfo_370026;370026
370077;ΠΕΡΙΒΟΛΑΚΙ;17ης ΜΑΡΤΙΟΥ 1944;http://telematics.oasa.gr/#stationInfo_370077;370077
370078;ΑΓ.ΙΩΑΝΝΗΣ;17ης ΜΑΡΤΙΟΥ 1944;http://telematics.oasa.gr/#stationInfo_370078;370078
380019;ΠΕΥΚΑ;ΠΕΝΤΕΛΗΣ;http://telematics.oasa.gr/#stationInfo_380019;380019
380029;ΤΕΡΨΙΧΟΡΗΣ;ΑΦΡΟΔΙΤΗΣ;http://telematics.oasa.gr/#stationInfo_380029;380029
380031;ΑΙΑΝΤΟΣ;ΑΦΡΟΔΙΤΗΣ;http://telematics.oasa.gr/#stationInfo_380031;380031
380125;ΟΤΕ ΠΑΛ.ΦΑΛΗΡΟΥ;ΝΑΙΑΔΩΝ;http://telematics.oasa.gr/#stationInfo_380125;380125
400012;ΣΩΡΑ;ΘΕΟΤΟΚΗ;http://telematics.oasa.gr/#stationInfo_400012;400012
400119;ΦΑΡΜΑΚΕΙΟ;ΚΛΕΙΣΟΒΗΣ;http://telematics.oasa.gr/#stationInfo_400119;400119
400122;ΤΑΧΥΔΡΟΜΕΙΟ;ΑΓ. ΠΑΡΑΣΚΕΥΗΣ;http://telematics.oasa.gr/#stationInfo_400122;400122
400125;ΠΑΛ. ΤΕΡΜΑ;ΣΑΧΤΟΥΡΗ;http://telematics.oasa.gr/#stationInfo_400125;400125
400127;ΠΑΛ. ΤΕΡΜΑ;ΣΑΧΤΟΥΡΗ;http://telematics.oasa.gr/#stationInfo_400127;400127
400152;ΣΙΔΕΡΑ;ΣΑΛΑΜΙΝΟΣ;http://telematics.oasa.gr/#stationInfo_400152;400152
400182;ΑΓ.  ΔΗΜΗΤΡΙΟΣ;ΑΓΧΙΑΛΟΥ;http://telematics.oasa.gr/#stationInfo_400182;400182
400183;ΔΕΡΒΕΝΑΚΙΩΝ;ΑΓΧΙΑΛΟΥ;http://telematics.oasa.gr/#stationInfo_400183;400183
400308;ΥΠΑΠΑΝΤΗΣ;ΑΓΧΙΑΛΟΥ;http://telematics.oasa.gr/#stationInfo_400308;400308
400405;ΛΙΜΗΝ ΖΕΑΣ;ΑΚΤΗ ΜΟΥΤΣΟΠΟΥΛΟΥ;http://telematics.oasa.gr/#stationInfo_400405;400405
400406;ΣΥΡΑΓΓΕΙΟΥ;ΑΚΤΗ ΜΟΥΤΣΟΠΟΥΛΟΥ;http://telematics.oasa.gr/#stationInfo_400406;400406
400407;ΣΑΝΤΑΡΟΖΑ;ΑΚΤΗ ΜΟΥΤΣΟΠΟΥΛΟΥ;http://telematics.oasa.gr/#stationInfo_400407;400407
400430;ΛΙΜΗΝ ΖΕΑΣ;ΑΚΤΗ ΜΟΥΤΣΟΠΟΥΛΟΥ;http://telematics.oasa.gr/#stationInfo_400430;400430
400445;ΑΦΕΝΤΟΥΛΗ;ΑΦΕΝΤΟΥΛΗ;http://telematics.oasa.gr/#stationInfo_400445;400445
400446;ΤΖΑΝΕΙΟ;ΖΑΝΝΗ;http://telematics.oasa.gr/#stationInfo_400446;400446
400504;ΠΛ. ΤΕΡΨΙΘΕΑΣ;2ΑΣ ΜΕΡΑΡΧΙΑΣ;http://telematics.oasa.gr/#stationInfo_400504;400504
410041;Τ.Ε.Ε;ΛΕΩΦ.ΔΗΜΟΚΡΑΤΙΑΣ;http://telematics.oasa.gr/#stationInfo_410041;410041
420054;1η ΧΡΥΣΟΥΠΟΛΕΩΣ;ΙΩΑΝΝΙΝΩΝ;http://telematics.oasa.gr/#stationInfo_420054;420054
420070;ΔΩΔΕΚΑΝΗΣΟΥ;ΔΩΔΕΚΑΝΗΣΟΥ;http://telematics.oasa.gr/#stationInfo_420070;420070
420088;ΙΚΑ;ΒΑΣ.ΑΛΕΞΑΝΔΡΟΥ;http://telematics.oasa.gr/#stationInfo_420088;420088
420101;ΕΚΑΤΟΔΕΝΔΡΑ;ΠΕΛΑΣΓΙΑΣ;http://telematics.oasa.gr/#stationInfo_420101;420101
420102;ΙΚΑ;ΒΑΣ.ΑΛΕΞΑΝΔΡΟΥ;http://telematics.oasa.gr/#stationInfo_420102;420102
420146;ΧΑΝΤΖΙΝΑ;ΠΑΛ.ΚΑΒΑΛΑΣ;http://telematics.oasa.gr/#stationInfo_420146;420146
420147;ΦΟΥΡΝΟΣ;ΠΑΛ.ΚΑΒΑΛΑΣ;http://telematics.oasa.gr/#stationInfo_420147;420147
420152;ΧΑΝΤΖΙΝΑ;ΠΑΛ.ΚΑΒΑΛΑΣ;http://telematics.oasa.gr/#stationInfo_420152;420152
420153;ΑΝΑΓΝΩΣΤΑΡΑ;ΦΙΛΙΚΩΝ;http://telematics.oasa.gr/#stationInfo_420153;420153
420155;ΑΛΕΞΑΝΔΡΑΣ;ΤΖΩΝ ΚΕΝΝΕΝΤΥ;http://telematics.oasa.gr/#stationInfo_420155;420155
420156;ΓΥΜΝΑΣΙΟ;ΤΖΩΝ ΚΕΝΝΕΝΤΥ;http://telematics.oasa.gr/#stationInfo_420156;420156
420166;ΑΓ. ΚΗΡΥΚΟΣ;ΑΞΑΡΙΟΥ;http://telematics.oasa.gr/#stationInfo_420166;420166
420189;ΠΛ. ΔΑΣΚΑΛΟΓΙΑΝΝΗ;ΠΛ.ΔΑΣΚΑΛΟΓΙΑΝΝΗ;http://telematics.oasa.gr/#stationInfo_420189;420189
420196;ΕΚΑΤΟΔΕΝΔΡΑ;ΠΕΛΑΣΓΙΑΣ;http://telematics.oasa.gr/#stationInfo_420196;420196
420201;9η ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ;ΛΕΩΦ.ΒΕΝΙΖΕΛΟΥ;http://telematics.oasa.gr/#stationInfo_420201;420201
420208;3η ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ;ΑΓ.ΠΑΡΑΣΚΕΥΗΣ;http://telematics.oasa.gr/#stationInfo_420208;420208
420226;ΑΡΓΥΡΟΚΑΣΤΡΟΥ;ΑΞΑΡΙΟΥ;http://telematics.oasa.gr/#stationInfo_420226;420226
420246;ΦΟΥΡΝΟΣ;ΠΑΛ.ΚΑΒΑΛΑΣ;http://telematics.oasa.gr/#stationInfo_420246;420246
420253;ΖΑΛΟΚΩΣΤΑ;ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ;http://telematics.oasa.gr/#stationInfo_420253;420253
420254;ΖΑΛΟΚΩΣΤΑ;ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ;http://telematics.oasa.gr/#stationInfo_420254;420254
420288;ΤΑΞΙΑΡΧΗΣ;ΣΑΡΑΝΤΑΠΟΡΟΥ;http://telematics.oasa.gr/#stationInfo_420288;420288
430003;ΔΗΜΑΡΧΕΙΟ;25ης ΜΑΡΤΙΟΥ;http://telematics.oasa.gr/#stationInfo_430003;430003
430004;ΠΑΛ. ΤΕΡΜΑ;25ης ΜΑΡΤΙΟΥ;http://telematics.oasa.gr/#stationInfo_430004;430004
430007;Κ.ΠΑΛΑΜΑ - αλλάζει σε ??ΔΗΜΑΡΧΕΙΟ???;25ης ΜΑΡΤΙΟΥ;http://telematics.oasa.gr/#stationInfo_430007;430007
480029;2η ΠΟΛΥΔΡΟΣΟΥ;ΓΙΑΣΕΜΙΩΝ;http://telematics.oasa.gr/#stationInfo_480029;480029
480073;ΛΑΚΩΝΙΑΣ;ΟΛΥΜΠΟΥ;http://telematics.oasa.gr/#stationInfo_480073;480073
480083;ΟΤΕ;ΑΓ.ΓΕΩΡΓΙΟΥ;http://telematics.oasa.gr/#stationInfo_480083;480083
480116;ΑΡΚΑΔΙΑΣ;ΟΛΥΜΠΟΥ;http://telematics.oasa.gr/#stationInfo_480116;480116
480142;ΑΡΔΗΤΤΟΥ;ΙΩΑΝΝΙΝΩΝ;http://telematics.oasa.gr/#stationInfo_480142;480142
480164;1η ΑΠΟΣΤΟΛΟΠΟΥΛΟΥ;ΑΠΟΣΤΟΛΟΠΟΥΛΟΥ;http://telematics.oasa.gr/#stationInfo_480164;480164
480170;ΠΑΡΝΩΝΟΣ;ΜΕΤΑΜΟΡΦΩΣΕΩΣ;http://telematics.oasa.gr/#stationInfo_480170;480170
481179;ΕΛΙΚΩΝΟΣ;ΜΕΤΑΜΟΡΦΩΣΕΩΣ;http://telematics.oasa.gr/#stationInfo_481179;481179
490020;1η ΣΧΟΛΕΙΩΝ ΧΟΛΑΡΓΟΥ;ΣΑΡΑΝΤΑΠΟΡΟΥ;http://telematics.oasa.gr/#stationInfo_490020;490020
590042;ΑΡΓΟΝΑΥΤΩΝ;ΙΑΣΩΝΙΔΟΥ;http://telematics.oasa.gr/#stationInfo_590042;590042
590043;ΤΡΑΠΕΖΑ;ΙΑΣΩΝΙΔΟΥ;http://telematics.oasa.gr/#stationInfo_590043;590043
590044;ΕΚΚΛΗΣΙΑ;ΙΑΣΩΝΙΔΟΥ;http://telematics.oasa.gr/#stationInfo_590044;590044
590045;ΙΑΣΩΝΙΔΟΥ;ΙΑΣΩΝΙΔΟΥ;http://telematics.oasa.gr/#stationInfo_590045;590045
590046;ΓΟΥΝΑΡΗ;ΙΑΣΩΝΙΔΟΥ;http://telematics.oasa.gr/#stationInfo_590046;590046
590047;ΕΚΚΛΗΣΙΑ;ΙΑΣΩΝΙΔΟΥ;http://telematics.oasa.gr/#stationInfo_590047;590047
590049;ΑΡΓΟΝΑΥΤΩΝ;ΙΑΣΩΝΙΔΟΥ;http://telematics.oasa.gr/#stationInfo_590049;590049
590059;ΤΡΑΠΕΖΑ;ΙΑΣΩΝΙΔΟΥ;http://telematics.oasa.gr/#stationInfo_590059;590059
640009;ΔΙΑΣΤΑΥΡΩΣΗ;Π.ΤΣΑΛΔΑΡΗ;http://telematics.oasa.gr/#stationInfo_640009;640009
640010;ΓΟΥΝΑΡΗ;Π.ΤΣΑΛΔΑΡΗ;http://telematics.oasa.gr/#stationInfo_640010;640010
640011;ΠΑΠΑΔΗΜΗΤΡΙΟΥ;Π.ΤΣΑΛΔΑΡΗ;http://telematics.oasa.gr/#stationInfo_640011;640011
670012;ΠΛ.Ν.ΠΕΝΤΕΛΗΣ;ΠΛ.ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ;http://telematics.oasa.gr/#stationInfo_670012;670012
690004;ΑΣΤΕΡΙΑ;25ης ΜΑΡΤΙΟΥ;http://telematics.oasa.gr/#stationInfo_690004;690004
690005;ΠΑΛΑΜΑ;25ης ΜΑΡΤΙΟΥ;http://telematics.oasa.gr/#stationInfo_690005;690005
690009;ΠΑΛΑΜΑ;25ης ΜΑΡΤΙΟΥ;http://telematics.oasa.gr/#stationInfo_690009;690009
690010;ΑΣΤΕΡΙΑ;25ης ΜΑΡΤΙΟΥ;http://telematics.oasa.gr/#stationInfo_690010;690010
690031;ΣΚΑΛΑΚΙΑ;ΑΔΡΙΑΝΟΥ;http://telematics.oasa.gr/#stationInfo_690031;690031
710004;ΣΤΡΑΤΟΠΕΔΟ;ΚΥΠΡΟΥ;http://telematics.oasa.gr/#stationInfo_710004;710004
