stop_id,stop_encoding,stop_descr,stop_desr_matrix,stop_street,dimos,perioxi,stop_code,stop_url
60751,1121.0,ΓΥΜΝΑΣΙΟ,GYMNASIO,ΣΠΥΡ.ΜΕΡΚΟΥΡΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60751,http://telematics.oasa.gr/#stationInfo_60751
60752,1122.0,ΑΛΣΟΣ,ALSOS,ΣΠΥΡ.ΜΕΡΚΟΥΡΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60752,http://telematics.oasa.gr/#stationInfo_60752
60753,1110.0,ΑΛΣΟΣ,ALSOS,ΣΠΥΡ.ΜΕΡΚΟΥΡΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60753,http://telematics.oasa.gr/#stationInfo_60753
60754,1111.0,ΓΥΜΝΑΣΙΟ,GYMNASIO,ΣΠΥΡ.ΜΕΡΚΟΥΡΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60754,http://telematics.oasa.gr/#stationInfo_60754
60755,1142.0,ΒΡΥΣΑΚΙ,BRYSAKI,ΦΟΡΜΙΩΝΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60755,http://telematics.oasa.gr/#stationInfo_60755
60756,1140.0,ΒΡΥΣΑΚΙ,BRYSAKI,ΕΥΦΡΟΝΙΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60756,http://telematics.oasa.gr/#stationInfo_60756
60757,1141.0,ΕΥΦΡΟΝΙΟΥ,EYFRONIOY,ΕΥΦΡΟΝΙΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60757,http://telematics.oasa.gr/#stationInfo_60757
60758,1113.0,2η ΡΙΖΑΡΗ,2nd RIZARH,ΡΙΖΑΡΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60758,http://telematics.oasa.gr/#stationInfo_60758
60759,1114.0,ΕΥΑΓΓΕΛΙΣΜΟΣ,EYAGGELISMOS,ΡΙΖΑΡΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60759,http://telematics.oasa.gr/#stationInfo_60759
60760,412.0,ΠΙΝΑΚΟΘΗΚΗ,PINAKOTHIKH,ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60760,http://telematics.oasa.gr/#stationInfo_60760
60761,454.0,ΠΙΝΑΚΟΘΗΚΗ,PINAKOTHIKH,ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60761,http://telematics.oasa.gr/#stationInfo_60761
60762,1341.0,ΚΑΡΑΒΕΛ,KARABEL,ΒΑΣ.ΑΛΕΞΑΝΔΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60762,http://telematics.oasa.gr/#stationInfo_60762
60763,1340.0,ΝΟΣΟΚ. ΣΥΓΓΡΟΥ,NOSOK. SYGGROY,ΒΑΣ.ΑΛΕΞΑΝΔΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60763,http://telematics.oasa.gr/#stationInfo_60763
60764,1326.0,ΧΙΛΤΟΝ,HILTON,ΒΑΣ.ΑΛΕΞΑΝΔΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60764,http://telematics.oasa.gr/#stationInfo_60764
60765,1330.0,ΧΙΛΤΟΝ,HILTON,ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60765,http://telematics.oasa.gr/#stationInfo_60765
60766,1331.0,ΑΓ.  ΧΑΡΑΛΑΜΠΟΣ,AG. XARALAMPOS,ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60766,http://telematics.oasa.gr/#stationInfo_60766
60767,18.0,ΣΟΛΩΝΟΣ,SOLONOS,ΙΠΠΟΚΡΑΤΟΥΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60767,http://telematics.oasa.gr/#stationInfo_60767
60771,4124.0,ΖΑΓΟΡΑ,ZAGORA,ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60771,http://telematics.oasa.gr/#stationInfo_60771
60772,5873.0,ΜΕΤΡΟ ΣΥΓΓΡΟΥ-ΦΙΞ,METRO SYGGROY-FIX,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60772,http://telematics.oasa.gr/#stationInfo_60772
60773,5874.0,ΑΚΡΟΠΟΛΗ,AKROPOLH,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60773,http://telematics.oasa.gr/#stationInfo_60773
60774,,ΣΥΝΤΑΓΜΑ,SYNTAGMA,ΠΛ.ΣΥΝΤΑΓΜΑΤΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60774,http://telematics.oasa.gr/#stationInfo_60774
60775,5875.0,ΑΚΡΟΠΟΛΗ,AKROPOLH,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60775,http://telematics.oasa.gr/#stationInfo_60775
60776,5876.0,ΜΕΤΡΟ ΣΥΓΓΡΟΥ-ΦΙΞ,METRO SYGGROY-FIX,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60776,http://telematics.oasa.gr/#stationInfo_60776
60777,1324.0,ΑΓ.  ΧΑΡΑΛΑΜΠΟΣ,AG. XARALAMPOS,ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60777,http://telematics.oasa.gr/#stationInfo_60777
60778,1325.0,ΧΙΛΤΟΝ,HILTON,ΜΙΧΑΛΑΚΟΠΟΥΛΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60778,http://telematics.oasa.gr/#stationInfo_60778
60779,455.0,ΕΘΝΙΚΟ ΙΔΡΥΜΑ ΕΡΕΥΝΩΝ,ETHNIKO IDRYMA EREYNON,ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60779,http://telematics.oasa.gr/#stationInfo_60779
60780,456.0,ΣΤΑΔΙΟ,STADIO,ΛΕΩΦ.ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60780,http://telematics.oasa.gr/#stationInfo_60780
60781,583.0,ΜΕΤΣ,METS,ΛΕΩΦ.ΒΑΣ.ΟΛΓΑΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60781,http://telematics.oasa.gr/#stationInfo_60781
60786,584.0,ΑΓΑΛΜΑ ΒΥΡΩΝΟΣ,AGALMA BYRONOS,ΛΕΩΦ.ΒΑΣ.ΟΛΓΑΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60786,http://telematics.oasa.gr/#stationInfo_60786
60789,1426.0,ΜΟΥΣΕΙΟ ΑΚΡΟΠΟΛΗΣ,MOYSEIO AKROPOLHS,ΜΙΣΑΡΑΛΙΩΤΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60789,http://telematics.oasa.gr/#stationInfo_60789
60805,167.0,ΜΑΚΡΥΓΙΑΝΝΗ,MAKRYGIANNH,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60805,http://telematics.oasa.gr/#stationInfo_60805
60806,168.0,ΣΤ. ΣΥΓΓΡΟΥ-ΦΙΞ,ST. SYGGROY-FIX,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60806,http://telematics.oasa.gr/#stationInfo_60806
60807,169.0,ΟΛΥΜΠΙΑΚΗ,OLYMPIAKH,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60807,http://telematics.oasa.gr/#stationInfo_60807
60808,170.0,ΓΕΦΥΡΑ,GEFYRA,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60808,http://telematics.oasa.gr/#stationInfo_60808
60809,158.0,ΑΓ. ΣΩΣΤΗΣ,AG. SOSTHS,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΚΑΛΛΙΘΕΑΣ,Δ.  ΚΑΛΛΙΘΕΑΣ,60809,http://telematics.oasa.gr/#stationInfo_60809
60810,159.0,ΠΑΝΤΕΙΟΣ,PANTEIOS,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΚΑΛΛΙΘΕΑΣ,Δ.  ΚΑΛΛΙΘΕΑΣ,60810,http://telematics.oasa.gr/#stationInfo_60810
60811,160.0,ΓΕΦΥΡΑ,GEFYRA,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60811,http://telematics.oasa.gr/#stationInfo_60811
60813,161.0,ΟΛΥΜΠΙΑΚΗ,OLYMPIAKH,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60813,http://telematics.oasa.gr/#stationInfo_60813
60814,162.0,ΣΤ. ΣΥΓΓΡΟΥ-ΦΙΞ,ST. SYGGROY-FIX,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60814,http://telematics.oasa.gr/#stationInfo_60814
60835,1386.0,ΜΑΚΡΥΓΙΑΝΝΗ,MAKRYGIANNH,ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60835,http://telematics.oasa.gr/#stationInfo_60835
60836,1387.0,ΒΑΡΙΩΤΗ,BARIOTH,ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60836,http://telematics.oasa.gr/#stationInfo_60836
60837,1388.0,ΦΟΥΡΝΟΣ,FOYRNOS,ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60837,http://telematics.oasa.gr/#stationInfo_60837
60838,4945.0,ΑΓ. ΙΩΑΝΝΗΣ,AG. IOANNHS,ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60838,http://telematics.oasa.gr/#stationInfo_60838
60839,1389.0,ΚΑΡΠΟΥ,KARPOY,ΚΑΡΠΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60839,http://telematics.oasa.gr/#stationInfo_60839
60840,5072.0,ΑΓ. ΙΩΑΝΝΗΣ,AG. IOANNHS,ΛΕΩΦ.ΚΑΦΑΝΤΑΡΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60840,http://telematics.oasa.gr/#stationInfo_60840
60841,5073.0,ΚΑΦΑΝΤΑΡΗ,KAFANTARH,ΛΕΩΦ.ΚΑΦΑΝΤΑΡΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60841,http://telematics.oasa.gr/#stationInfo_60841
60842,5086.0,ΚΑΦΑΝΤΑΡΗ,KAFANTARH,ΛΕΩΦ.ΚΑΦΑΝΤΑΡΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60842,http://telematics.oasa.gr/#stationInfo_60842
60843,5118.0,ΑΓ. ΙΩΑΝΝΗΣ,AG. IOANNHS,ΗΛΙΟΥΠΟΛΕΩΣ,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,Δ. ΕΝ.  ΔΑΦΝΗΣ,60843,http://telematics.oasa.gr/#stationInfo_60843
60844,1390.0,ΛΑΙΚΗ,LAIKH,ΦΙΛΟΛΑΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60844,http://telematics.oasa.gr/#stationInfo_60844
60845,1391.0,ΑΓ. ΑΡΤΕΜΙΟΣ,AG. ARTEMIOS,ΦΙΛΟΛΑΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60845,http://telematics.oasa.gr/#stationInfo_60845
60846,1392.0,ΝΕΑΡΧΟΥ,NEARXOY,ΦΙΛΟΛΑΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60846,http://telematics.oasa.gr/#stationInfo_60846
60847,1393.0,ΕΜΠΕΔΟΚΛΕΟΥΣ,EMPEDOKLEOYS,ΕΜΠΕΔΟΚΛΕΟΥΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60847,http://telematics.oasa.gr/#stationInfo_60847
60848,1396.0,ΦΡΥΝΩΝΟΣ,FRYNONOS,ΙΛΙΑΔΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60848,http://telematics.oasa.gr/#stationInfo_60848
60849,1397.0,ΔΑΜΑΓHΤOY,DAMAGHTOY,ΙΛΙΑΔΟΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60849,http://telematics.oasa.gr/#stationInfo_60849
60850,1398.0,ΔΑΜΑΡΕΩΣ,DAMAREOS,ΔΑΜΑΓΗΤΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60850,http://telematics.oasa.gr/#stationInfo_60850
60851,5087.0,ΡΟΖΙΤΑ,ROZITA,ΗΛΙΟΥΠΟΛΕΩΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60851,http://telematics.oasa.gr/#stationInfo_60851
60852,1400.0,Α ΝΕΚΡΟΤΑΦΕΙΟ,A NEKROTAFEIO,ΗΛΙΟΥΠΟΛΕΩΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60852,http://telematics.oasa.gr/#stationInfo_60852
60854,1401.0,ΒΑΡΙΩΤΗ,BARIOTH,ΚΑΡΕΑ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60854,http://telematics.oasa.gr/#stationInfo_60854
60855,1402.0,ΜΑΚΡΥΓΙΑΝΝΗ,MAKRYGIANNH,ΑΘ.ΔΙΑΚΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60855,http://telematics.oasa.gr/#stationInfo_60855
60856,163.0,ΜΑΚΡΥΓΙΑΝΝΗ,MAKRYGIANNH,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60856,http://telematics.oasa.gr/#stationInfo_60856
60858,457.0,ΑΓ. ΦΩΤΕΙΝΗ,AG. FOTEINH,ΚΑΛΛΙΡΡΟΗΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60858,http://telematics.oasa.gr/#stationInfo_60858
60860,458.0,ΧΑΤΖΗΧΡΗΣΤΟΥ,XATZHXRHSTOY,ΛΕΩΦ.ΣΥΓΓΡΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60860,http://telematics.oasa.gr/#stationInfo_60860
60864,406.0,ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ,AG. PANTELEHMON,ΚΑΛΛΙΡΡΟΗΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60864,http://telematics.oasa.gr/#stationInfo_60864
60865,407.0,ΑΓ. ΦΩΤΕΙΝΗ,AG. FOTEINH,ΚΑΛΛΙΡΡΟΗΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60865,http://telematics.oasa.gr/#stationInfo_60865
60866,408.0,ΚΟΛΥΜΒΗΤΗΡΙΟ,KOLYMBHTHRIO,ΑΡΔΗΤΤΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60866,http://telematics.oasa.gr/#stationInfo_60866
60867,559.0,ΑΓ. ΦΩΤΕΙΝΗ,AG. FOTEINH,ΑΡΔΗΤΤΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60867,http://telematics.oasa.gr/#stationInfo_60867
60870,,ΣΥΝΤΑΓΜΑ,SYNTAGMA,ΛΕΩΦ.ΒΑΣ.ΑΜΑΛΙΑΣ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60870,http://telematics.oasa.gr/#stationInfo_60870
60874,589.0,ΚΕΦΑΛΛΗΝΙΑΣ,KEFALLHNIAS,ΠΑΤΗΣΙΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60874,http://telematics.oasa.gr/#stationInfo_60874
430096,4258.0,ΚΑΝΑΡΗ,KANARH,25ης ΜΑΡΤΙΟΥ,ΠΕΤΡΟΥΠΟΛΕΩΣ,Δ.  ΠΕΤΡΟΥΠΟΛΗΣ,430096,http://telematics.oasa.gr/#stationInfo_430096
60875,590.0,ΠΛ. ΑΜΕΡΙΚΗΣ,PL. AMERIKHS,ΠΑΤΗΣΙΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60875,http://telematics.oasa.gr/#stationInfo_60875
60876,591.0,ΚΑΛΛΙΦΡΟΝΑ,KALLIFRONA,ΠΑΤΗΣΙΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60876,http://telematics.oasa.gr/#stationInfo_60876
60877,592.0,ΛΥΣΣΙΑΤΡΕΙΟ,LYSSIATREIO,ΠΑΤΗΣΙΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60877,http://telematics.oasa.gr/#stationInfo_60877
60878,287.0,ΛΥΣΣΙΑΤΡΕΙΟ,LYSSIATREIO,ΠΑΤΗΣΙΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60878,http://telematics.oasa.gr/#stationInfo_60878
60880,289.0,ΠΛ. ΑΜΕΡΙΚΗΣ,PL. AMERIKHS,ΠΑΤΗΣΙΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60880,http://telematics.oasa.gr/#stationInfo_60880
60881,5749.0,ΣΤ. ΗΣΑΠ ΑΤΤΙΚΗ,ST. HSAP ATTIKH,ΑΔΜΗΤΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60881,http://telematics.oasa.gr/#stationInfo_60881
60883,555.0,ΠΟΛΥΤΕΧΝΕΙΟ,POLYTEXNEIO,ΠΑΤΗΣΙΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60883,http://telematics.oasa.gr/#stationInfo_60883
60884,556.0,ΟΜΟΝΟΙΑ,OMONOIA,ΣΤΑΔΙΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60884,http://telematics.oasa.gr/#stationInfo_60884
60886,238.0,ΕΥΕΛΠΙΔΩΝ,EYELPIDON,ΒΑΛΤΙΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60886,http://telematics.oasa.gr/#stationInfo_60886
60887,239.0,ΑΓ.  ΧΑΡΑΛΑΜΠΟΣ,AG. XARALAMPOS,ΒΑΛΤΙΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60887,http://telematics.oasa.gr/#stationInfo_60887
60888,1395.0,ΕΜΠΕΔΟΚΛΕΟΥΣ,EMPEDOKLEOYS,ΕΜΠΕΔΟΚΛΕΟΥΣ,ΒΥΡΩΝΟΣ,Δ.  ΒΥΡΩΝΟΣ,60888,http://telematics.oasa.gr/#stationInfo_60888
60889,1925.0,ΡΟΣΙΝΙΟΛ,ROSINIOL,ΛΕΩΦ.ΚΗΦΙΣΟΥ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60889,http://telematics.oasa.gr/#stationInfo_60889
60891,,ΑΦΕΤΗΡΙΑ,AFETHRIA,ΧΑΛΚΟΚΟΝΔΥΛΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60891,http://telematics.oasa.gr/#stationInfo_60891
60893,2410.0,ΗΠΕΙΡΟΥ,HPEIROY,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60893,http://telematics.oasa.gr/#stationInfo_60893
60894,2411.0,ΧΕΥΔΕΝ,XEYDEN,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60894,http://telematics.oasa.gr/#stationInfo_60894
60895,2412.0,ΑΓ. ΠΑΝΤΕΛΕΗΜΩΝ,AG. PANTELEHMON,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60895,http://telematics.oasa.gr/#stationInfo_60895
60896,2413.0,ΙΘΑΚΗΣ,ITHAKHS,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60896,http://telematics.oasa.gr/#stationInfo_60896
60897,2414.0,ΑΓ. ΜΕΛΕΤΙΟΥ,AG. MELETIOY,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60897,http://telematics.oasa.gr/#stationInfo_60897
60898,2415.0,ΣΠΙΤΙ ΤΟΥ ΗΘΟΠΟΙΟΥ,SPITI TOY HTHOPOIOY,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60898,http://telematics.oasa.gr/#stationInfo_60898
60899,2416.0,ΠΑΡΑΔΕΙΣΟΣ,PARADEISOS,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60899,http://telematics.oasa.gr/#stationInfo_60899
60900,2417.0,ΑΓ. ΝΙΚΟΛΑΟΣ,AG. NIKOLAOS,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60900,http://telematics.oasa.gr/#stationInfo_60900
60901,2418.0,ΚΑΤΩ ΠΑΤΗΣΙΑ,KATO PATHSIA,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60901,http://telematics.oasa.gr/#stationInfo_60901
60902,2419.0,ΠΟΛΥΚΑΤΟΙΚΙΕΣ,POLYKATOIKIES,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60902,http://telematics.oasa.gr/#stationInfo_60902
60903,2420.0,ΠΑΠΑΝΤΩΝΙΟΥ,PAPANTONIOY,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60903,http://telematics.oasa.gr/#stationInfo_60903
60904,2421.0,ΑΓ. ΕΛΕΥΘΕΡΙΟΣ,AG. ELEYTHERIOS,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60904,http://telematics.oasa.gr/#stationInfo_60904
60905,2422.0,ΚΟΚΚΙΝΑΚΗ,KOKKINAKH,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60905,http://telematics.oasa.gr/#stationInfo_60905
60906,2423.0,ΣΤΡΟΦΗ,STROFH,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60906,http://telematics.oasa.gr/#stationInfo_60906
60907,2441.0,ΣΤΡΟΦΗ,STROFH,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60907,http://telematics.oasa.gr/#stationInfo_60907
60908,2442.0,ΚΟΚΚΙΝΑΚΗ,KOKKINAKH,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60908,http://telematics.oasa.gr/#stationInfo_60908
60909,2443.0,ΑΓ. ΕΛΕΥΘΕΡΙΟΣ,AG. ELEYTHERIOS,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60909,http://telematics.oasa.gr/#stationInfo_60909
60910,2444.0,ΠΑΠΑΝΤΩΝΙΟΥ,PAPANTONIOY,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60910,http://telematics.oasa.gr/#stationInfo_60910
60911,2445.0,ΠΟΛΥΚΑΤΟΙΚΙΕΣ,POLYKATOIKIES,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60911,http://telematics.oasa.gr/#stationInfo_60911
60912,2446.0,ΓΕΦΥΡΑ,GEFYRA,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60912,http://telematics.oasa.gr/#stationInfo_60912
60913,2447.0,ΚΑΤΩ ΠΑΤΗΣΙΑ,KATO PATHSIA,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60913,http://telematics.oasa.gr/#stationInfo_60913
60914,2448.0,ΑΓ. ΝΙΚΟΛΑΟΣ,AG. NIKOLAOS,ΑΧΑΡΝΩΝ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60914,http://telematics.oasa.gr/#stationInfo_60914
