stop_id,stop_encoding,stop_descr,stop_desr_matrix,stop_street,dimos,perioxi,stop_code,stop_url
520042,,Β' ΓΥΜΝΑΣΙΟ,B' GYMNASIO,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520042,http://telematics.oasa.gr/#stationInfo_520042
520043,,Β' ΓΥΜΝΑΣΙΟ,B 'GYMNASIO,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520043,http://telematics.oasa.gr/#stationInfo_520043
520044,,ΚΑΤΣΙΚΗ,KATSIKH,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520044,http://telematics.oasa.gr/#stationInfo_520044
520045,4418.0,ΣΧ. ΕΥΕΛΠΙΔΩΝ,SX. EYELPIDON,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520045,http://telematics.oasa.gr/#stationInfo_520045
520046,,ΒΑΡΚΙΖΑ,BARKIZA,ΠΑΡΑΔ.ΛΕΩΦ.ΑΘΗΝΩΝ-ΣΟΥΝΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520046,http://telematics.oasa.gr/#stationInfo_520046
520047,,ΛΟΥΝΑ - ΠΑΡΚ,LOYNA - PARK,ΠΑΡΑΔ.ΛΕΩΦ.ΑΘΗΝΩΝ-ΣΟΥΝΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520047,http://telematics.oasa.gr/#stationInfo_520047
520048,,ΣΟΥΝΙΟΥ,SOYNIOY,ΒΑΣ.ΚΩΝΣΤΑΝΤΙΝΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520048,http://telematics.oasa.gr/#stationInfo_520048
520052,,ΝΙΚ. ΠΛΑΣΤΗΡΑ,NIK. PLASTHRA,ΜΑΡΑΘΩΝΟΜΑΧΩΝ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520052,http://telematics.oasa.gr/#stationInfo_520052
60532,2967.0,ΧΑΛΚΟΚΟΝΔΥΛΗ,XALKOKONDYLH,ΧΑΛΚΟΚΟΝΔΥΛΗ,ΑΘΗΝΑΙΩΝ,Δ.  ΑΘΗΝΑΙΩΝ,60532,http://telematics.oasa.gr/#stationInfo_60532
520053,,ΓΕΩΡ. ΠΑΠΑΝΔΡΕΟΥ,GEORG. PAPANDREOY,28ης ΟΚΤΩΒΡΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520053,http://telematics.oasa.gr/#stationInfo_520053
520056,,ΕΘΝ. ΑΝΤΙΣΤΑΣΕΩΣ,ETHN. ANTISTASEOS,28ης ΟΚΤΩΒΡΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520056,http://telematics.oasa.gr/#stationInfo_520056
520057,,ΕΛ. ΒΕΝΙΖΕΛΟΥ,EL. BENIZELOY,25ης ΜΑΡΤΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520057,http://telematics.oasa.gr/#stationInfo_520057
520058,,ΑΓΩΝΙΣΤΩΝ,AGONISTON,25ης ΜΑΡΤΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520058,http://telematics.oasa.gr/#stationInfo_520058
520059,,ΔΗΜΟΚΡΑΤΙΑΣ,DHMOKRATIAS,25ης ΜΑΡΤΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520059,http://telematics.oasa.gr/#stationInfo_520059
520060,,ΑΜΟΡΓΟΥ,AMORGOY,ΛΕΩΦ.ΒΑΡΗΣ-ΚΟΡΩΠΙΟΥ,ΚΡΩΠΙΑΣ,Δ.  ΚΡΩΠΙΑΣ,520060,http://telematics.oasa.gr/#stationInfo_520060
520062,,ΚΟΡΑΗ,KORAH,ΑΘ.ΔΙΑΚΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520062,http://telematics.oasa.gr/#stationInfo_520062
520063,,ΑΝΘΕΩΝ,ANTHEON,ΑΘ.ΔΙΑΚΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520063,http://telematics.oasa.gr/#stationInfo_520063
520064,,ΠΛ. ΑΘ. ΔΙΑΚΟΥ,PL. ATH. DIAKOY,ΠΛ.ΑΘ.ΔΙΑΚΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520064,http://telematics.oasa.gr/#stationInfo_520064
520067,,1η ΔΥΡΡΑΧΙΟΥ,1st DYRRAXIOY,ΔΥΡΡΑΧΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520067,http://telematics.oasa.gr/#stationInfo_520067
520068,,ΒΟΚΤΑΣ,BOKTAS,ΑΘ.ΔΙΑΚΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520068,http://telematics.oasa.gr/#stationInfo_520068
520070,,ΓΗΠΕΔΟ ΤΕΝΝΙΣ,GHPEDO TENNIS,ΑΘ.ΔΙΑΚΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520070,http://telematics.oasa.gr/#stationInfo_520070
520072,,ΠΛ. ΒΑΡΚΙΖΑΣ,PL. BARKIZAS,ΘΕΜΙΔΟΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520072,http://telematics.oasa.gr/#stationInfo_520072
520073,,ΑΙΓΑΙΟΥ,AIGAIOY,ΛΕΩΦ.ΑΘΗΝΩΝ-ΣΟΥΝΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520073,http://telematics.oasa.gr/#stationInfo_520073
520074,,ΑΙΓΑΙΟΥ,AIGAIOY,ΛΕΩΦ.ΑΘΗΝΩΝ-ΣΟΥΝΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520074,http://telematics.oasa.gr/#stationInfo_520074
520075,,ΑΠΟΛΛΩΝΟΣ,APOLLONOS,ΑΠΟΛΛΩΝΟΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520075,http://telematics.oasa.gr/#stationInfo_520075
520076,,ΘΗΣΕΩΣ,THISEOS,ΘΗΣΕΩΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520076,http://telematics.oasa.gr/#stationInfo_520076
520077,,ΤΕΡΜΑ,TERMA,ΑΘΗΝΑΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520077,http://telematics.oasa.gr/#stationInfo_520077
520078,,ΘΕΜΙΔΟΣ,THEMIDOS,ΘΕΜΙΔΟΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520078,http://telematics.oasa.gr/#stationInfo_520078
520079,,ΧΕΡΜΑΝ,XERMAN,ΑΝΔ.ΠΑΠΑΝΔΡΕΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520079,http://telematics.oasa.gr/#stationInfo_520079
520080,,ΜΠΡΑΛΟΥ,MPRALOY,ΑΝΔ.ΠΑΠΑΝΔΡΕΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520080,http://telematics.oasa.gr/#stationInfo_520080
520081,,ΜΑΚΕΔΟΝΙΑ,MAKEDONIA,28ης ΟΚΤΩΒΡΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520081,http://telematics.oasa.gr/#stationInfo_520081
520087,,1η ΑΙΓΑΙΟΥ,1st AIGAIOY,ΑΙΓΑΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520087,http://telematics.oasa.gr/#stationInfo_520087
520088,,2η ΑΙΓΑΙΟΥ,2nd AIGAIOY,ΑΙΓΑΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520088,http://telematics.oasa.gr/#stationInfo_520088
520089,,1η ΤΡΙΠΤΟΛΕΜΟΥ,1st TRIPTOLEMOY,ΤΡΙΠΤΟΛΕΜΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520089,http://telematics.oasa.gr/#stationInfo_520089
520090,,2η ΤΡΙΠΤΟΛΕΜΟΥ,2nd TRIPTOLEMOY,ΤΡΙΠΤΟΛΕΜΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520090,http://telematics.oasa.gr/#stationInfo_520090
520091,,3η ΤΡΙΠΤΟΛΕΜΟΥ,3rd TRIPTOLEMOY,ΤΡΙΠΤΟΛΕΜΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520091,http://telematics.oasa.gr/#stationInfo_520091
520092,,4η ΤΡΙΠΤΟΛΕΜΟΥ,4th TRIPTOLEMOY,ΤΡΙΠΤΟΛΕΜΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520092,http://telematics.oasa.gr/#stationInfo_520092
520094,,ΔΥΡΡΑΧΙΟΥ,DYRRAXIOY,ΒΑΡΗΣ ΚΟΡΩΠΙΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,520094,http://telematics.oasa.gr/#stationInfo_520094
530001,4021.0,ΠΙΚΠΑ,PIKPA,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530001,http://telematics.oasa.gr/#stationInfo_530001
530002,4022.0,Α ΠΛΑΖ ΒΟΥΛΑΣ,A PLAZ BOYLAS,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530002,http://telematics.oasa.gr/#stationInfo_530002
530003,4414.0,ΝΟΣΟΚΟΜΕΙΟ,NOSOKOMEIO,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530003,http://telematics.oasa.gr/#stationInfo_530003
530004,,ΠΕΥΚΟ,PEYKO,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530004,http://telematics.oasa.gr/#stationInfo_530004
530005,,ΜΟΝΤΕ ΚΑΡΛΟ,MONTE KARLO,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530005,http://telematics.oasa.gr/#stationInfo_530005
530006,995.0,ΓΑΛΗΝΗ,GALHNH,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530006,http://telematics.oasa.gr/#stationInfo_530006
530007,,Β' ΠΛΑΖ ΒΟΥΛΑΣ,B' PLAZ BOYLAS,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530007,http://telematics.oasa.gr/#stationInfo_530007
530008,,ΠΗΓΑΔΑΚΙΑ,PHGADAKIA,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530008,http://telematics.oasa.gr/#stationInfo_530008
530010,5723.0,ΞΕΝ. ΚΑΒΟΥΡΙ,XEN. KABOYRI,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530010,http://telematics.oasa.gr/#stationInfo_530010
530011,5724.0,ΠΗΓΑΔΑΚΙΑ,PHGADAKIA,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530011,http://telematics.oasa.gr/#stationInfo_530011
530012,966.0,Β' ΠΛΑΖ ΒΟΥΛΑΣ,B' PLAZ BOYLAS,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530012,http://telematics.oasa.gr/#stationInfo_530012
530013,967.0,ΓΑΛΗΝΗ,GALHNH,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530013,http://telematics.oasa.gr/#stationInfo_530013
530014,,ΜΟΝΤΕ ΚΑΡΛΟ,MONTE KARLO,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530014,http://telematics.oasa.gr/#stationInfo_530014
530015,,ΠΕΥΚΟ,PEYKO,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530015,http://telematics.oasa.gr/#stationInfo_530015
530016,4031.0,ΝΟΣΟΚΟΜΕΙΟ,NOSOKOMEIO,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530016,http://telematics.oasa.gr/#stationInfo_530016
530018,4032.0,Α' ΠΛΑΖ ΒΟΥΛΑΣ,A' PLAZ BOYLAS,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530018,http://telematics.oasa.gr/#stationInfo_530018
530019,4033.0,ΠΙΚΠΑ,PIKPA,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530019,http://telematics.oasa.gr/#stationInfo_530019
530020,4023.0,ΝΟΣΟΚΟΜΕΙΟ,NOSOKOMEIO,ΛΕΩΦ.ΒΑΣ.ΠΑΥΛΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530020,http://telematics.oasa.gr/#stationInfo_530020
530021,4024.0,ΒΕΝΙΖΕΛΟΥ,BENIZELOY,ΙΠΠΟΚΡΑΤΟΥΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530021,http://telematics.oasa.gr/#stationInfo_530021
530022,4025.0,ΓΑΛΗΝΟΥ,GALHNOY,ΙΠΠΟΚΡΑΤΟΥΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530022,http://telematics.oasa.gr/#stationInfo_530022
530023,4026.0,ΣΩΚΡΑΤΟΥΣ,SOKRATOYS,ΙΠΠΟΚΡΑΤΟΥΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530023,http://telematics.oasa.gr/#stationInfo_530023
530024,4027.0,ΞΕΝΟΦΩΝΤΟΣ,XENOFONTOS,ΑΘΗΝΑΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530024,http://telematics.oasa.gr/#stationInfo_530024
530025,992.0,ΑΦΡΟΔΙΤΗΣ,AFRODITHS,ΛΕΩΦ.ΒΑΣ.ΠΑΥΛΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530025,http://telematics.oasa.gr/#stationInfo_530025
530026,993.0,ΠΑΛ. ΤΕΡΜΑ,PAL. TERMA,ΖΕΦΥΡΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530026,http://telematics.oasa.gr/#stationInfo_530026
530028,969.0,ΑΦΡΟΔΙΤΗΣ,AFRODITHS,ΛΕΩΦ.ΒΑΣ.ΠΑΥΛΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530028,http://telematics.oasa.gr/#stationInfo_530028
530029,970.0,ΞΕΝΟΦΩΝΤΟΣ,XENOFONTOS,ΛΥΚΟΥΡΓΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530029,http://telematics.oasa.gr/#stationInfo_530029
530030,971.0,ΣΩΚΡΑΤΟΥΣ,SOKRATOYS,ΣΩΚΡΑΤΟΥΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530030,http://telematics.oasa.gr/#stationInfo_530030
530031,4029.0,ΓΑΛΗΝΟΥ,GALHNOY,ΙΠΠΟΚΡΑΤΟΥΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530031,http://telematics.oasa.gr/#stationInfo_530031
530032,4030.0,ΒΕΝΙΖΕΛΟΥ,BENIZELOY,ΛΕΩΦ.ΒΑΣ.ΠΑΥΛΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530032,http://telematics.oasa.gr/#stationInfo_530032
530035,5721.0,ΟΥΡΑΝΟΥ,OYRANOY,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΙΑΓΜΕΝΗΣ,530035,http://telematics.oasa.gr/#stationInfo_530035
530036,5722.0,ΑΓ. ΝΙΚΟΛΑΟΣ,AG. NIKOLAOS,ΛΕΩΦ.ΚΩΝ.ΚΑΡΑΜΑΝΛΗ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΙΑΓΜΕΝΗΣ,530036,http://telematics.oasa.gr/#stationInfo_530036
530038,,ΑΥΛΩΝΟΣ,AYLONOS,ΛΕΩΦ.ΒΑΣ.ΠΑΥΛΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530038,http://telematics.oasa.gr/#stationInfo_530038
530039,,Β' ΠΛΑΖ ΒΟΥΛΑΣ,B' PLAZ BOYLAS,ΛΕΩΦ.ΒΑΣ.ΠΑΥΛΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530039,http://telematics.oasa.gr/#stationInfo_530039
530040,968.0,ΑΓ. ΙΩΑΝΝΗΣ,AG. IOANNHS,ΛΕΩΦ.ΒΑΣ.ΠΑΥΛΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530040,http://telematics.oasa.gr/#stationInfo_530040
530041,4436.0,ΑΓ. ΙΩΑΝΝΗΣ,AG. IOANNHS,ΛΕΩΦ.ΒΟΥΛΙΑΓΜΕΝΗΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530041,http://telematics.oasa.gr/#stationInfo_530041
530042,4415.0,ΠΗΓΑΔΑΚΙΑ,PHGADAKIA,ΛΕΩΦ.ΒΑΡΗΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530042,http://telematics.oasa.gr/#stationInfo_530042
530043,,ΣΕΡΡΩΝ,SERRON,ΛΕΩΦ.ΒΑΡΗΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530043,http://telematics.oasa.gr/#stationInfo_530043
530044,,ΚΑΝΕΛΛΟΠΟΥΛΟΥ,KANELLOPOYLOY,ΛΕΩΦ.ΒΑΡΗΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,530044,http://telematics.oasa.gr/#stationInfo_530044
530045,,ΚΑΝΕΛΛΟΠΟΥΛΟΥ,KANELLOPOYLOY,ΛΕΩΦ.ΒΑΡΗΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΑΡΗΣ,530045,http://telematics.oasa.gr/#stationInfo_530045
530046,,ΣΕΡΡΩΝ,SERRON,ΛΕΩΦ.ΒΑΡΗΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530046,http://telematics.oasa.gr/#stationInfo_530046
530047,4428.0,ΠΗΓΑΔΑΚΙΑ,PHGADAKIA,ΛΕΩΦ.ΒΑΡΗΣ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530047,http://telematics.oasa.gr/#stationInfo_530047
530048,977.0,ΧΕΙΜΑΡΑΣ,XEIMARAS,ΖΑΚΥΝΘΟΥ,ΒΑΡΗΣ - ΒΟΥΛΑΣ - ΒΟΥΛΙΑΓΜΕΝΗΣ,Δ. ΕΝ.  ΒΟΥΛΑΣ,530048,http://telematics.oasa.gr/#stationInfo_530048
